Priority,Short Description,Subdirectory,Report ID
P2,Cruft on GIF image,Core,488685
P2,Assertion failure: cx->bailExit,Core,488703
P5,nsLookAndFeel leaks one GtkInvisible (shutdown leak),Core,487955
P5,GTK nsIconChannel leaks its GTK icon factory (shutdown leak),Core,488184
P2,shentry -> docviewer -> presshell -> mSelection link leads to need for multiple cycles of cycle collection,Core,488394
P2,Assertion failure: cx->bailExit,Core,488764
P2,xulrunner crashes when fails to find the window on which to change the cursor,Core,451341
P1,Missing write barrier in js_DefineNativeProperty on global object,Core,488363
P2,Full page zooming out creates an ugly rectangle around the image,Core,487996
P2,"""playing"" event not triggered after the first play",Core,488287
P2,"""ASSERTION: Shouldn't hit this case -- we should a be a combobox if we have no size set and no multiple set!"" with RLO, <tr>",Core,488390
P1,"""Assertion failure: dn->pn_defn, at ../jsemit.cpp""",Core,488690
P3,nsDocument::mPendingTitleChangeEvent keeps the document alive longer than needed,Core,488786
P1,Crash at [@js_Interpret] on YOMIURI ONLINE,Core,488802
P2,network geolocation can spam server,Core,488806
P1,[HTML5] Land HTML5 parser on m-c preffed off,Core,487949
P1,TraceRecorder::import's localNames corruption crash,Core,488808
P1,TM: Crash [@ 0x000fdf5b],Core,488816
P1,TM: investigate if it is sound to call js_GenerateShape from the trace,Core,488414
P2,Color Management doesn't work on PPC Mac,Core,488747
P2,Boundary condition error in Array.prototype.push implementation for non-arrays near max-array-index limit,Core,488989
P1,"""Assertion failure: cg->lexdeps.lookup(atom), at ../jsemit.cpp""",Core,488963
P2,TM: Crash [@ TraceRecorder::getThis],Core,489040
P2,JSON.parse is way slower than it needs to be,Core,489089
P1,"Crash [@ js_ValueToString] or ""Assertion failure: !(pnu->pn_dflags & PND_BOUND), at ../jsemit.cpp""",Core,489130
P1,TM: Assertion failure: thisObj == globalObj,Core,489007
P2,Name cache does not detect prototype mutations,Core,487039
P2,Printing doesn't print text field values,Core,489224
P2,Non-200 responses to proxy CONNECT requests lead to attacks on HTTPS,Core,479880
P1,iCCP PNG images render as white or incorrect colored square.,Core,488955
P2,PNGs on the web with bogus cHRM chunks display as all black (silhouette),Core,489133
P3,Typing in twitter status field can be painfully slow,Core,488901
P2,DNS prefetch leaks information because it doesn't honour network.proxy.socks_remote_dns,Core,488162
P2,rememberChoice checkboxes conflict in two tabs with geolocation notifications,Core,488821
P2,Exploitable crash with watch and __defineSetter__ on nsIDOMSVGAnimatedLength::animVal,Core,488995
P2,E4X and imacros don't mix,Core,482266
P3,"Get rid of STRING_BUFFER_OK, add bool return values to JSStringBuffer functions, make them methods of a class, etc.",Core,489419
P3,removed some unused AddRef and Release methods on frame classes,Core,488774
P2,TM: JSOP_BINDNAME wrongful abort due to fp->fun instead of fp->callee usage,Core,489644
P1,"Earth Day Recycling for Fun Kids - Assertion failure: RecycleFuncNameKids, at ../jsparse.cpp:444",Core,489552
P2,"XPConnect shouldn't poke JS objects manually, should use JSAPI",Core,480185
P2,[FIX] Suspending timeouts doesn't clear mFiringDepth,Core,489812
P2,"TM: chiptune causes ""Assertion failure: !ti->typeMap.matches(ti_other->typeMap)""",Core,489836
P2,TM: stay on trace when reading holes from dense arrays,Core,489899
P4,improve DEBUG_CC output for detecting traversal deficiencies that lead to multiple cycles of collection,Core,488603
P4,remove TransactionFactory,Core,489851
P2,Access to document seems to fall off trace,Core,484040
P2,Java Applets reload when print is called,Core,489988
P2,js_NewInstance locks ctor on trace,Core,490092
P1,"Unexpected ReferenceError when using ""new Function()""",Core,490339
P1,"""Assertion failure: slot < fp->script->nslots, at ../jsinterp.cpp"" with defineGetter, eval",Core,490191
P1,Crash [@ js_GetUpvar] on datepick,Core,490741
P2,Crash [@ js_SetBuiltinError],Core,490776
P1,Packed JS that works in Firefox 3.0 and all other browsers fails in Firefox 3.5,Core,490818
P2,"""Assertion failure: OBJ_SCOPE(obj)->object == pobj, at ../jsobj.cpp"" or ""Assertion failure: OBJ_IS_CLONED_BLOCK(obj), at ../jsobj.cpp""",Core,491013
P2,Crash [@ nsDisplayList::GetBottom],Core,490376
P2,[FIX]Strange rendering bug when javascript is executed: everything is rendered twice,Core,489050
P2,Setting direction to rtl doesn't enable Bidi processing,Core,489517
P2,TM: Store recording attempts in a long-lived hashtable rather than fragments.,Core,489615
P2,top crash [@ nanojit::LIns::isTramp()],Core,491514
P1,Google reader items in list view no longer expand when clicked on,Core,491537
P2,"TM: wrong number with nested type-unstable loops, >>>",Core,489682
P3,implement cycle collector's purple buffer with entries that can be cheaply removed from object in buffer,Core,490695
P1,"""Assertion failure: (uintN)i < ss->top, at ../jsopcode.cpp"" with uneval, for, yield",Core,491806
P1,TM: Oracle bit vector allocation not thread-safe,Core,491929
P2,"Array mutation methods are slower on dense arrays than necessary due to repeated, avoidable jsdouble->index conversions and avoidable method calls",Core,486326
P1,TM: Crash [@ nsEventReceiverSH::AddEventListenerHelper],Core,492028
P3,cycle collect editor transactions,Core,488799
P4,nsTypedSelection cycle collection should traverse to mSelectionListeners,Core,490071
P1,Unexpected error occurred when javascript.options.strict is true,Core,492150
P3,(function(){}).toString(0x20000000) causes OOM,Core,369686
P1,Suspected Txul regression from JS engine changes,Core,492355
P1,js1_6/extensions/regress-456826.js - Assertion failure: !JS_TRACE_MONITOR(cx).needFlush,Core,492664
P2,libgjs failed to compile with jsopcode.h of Firefox 3.5 beta 4,Core,492720
P1,Push NSPR_4_8_RTM to mozilla-1.9.1,Core,492464
P1,reproducible crash  [@ specializeTreesToMissingGlobals ] - js3250.dll@0x60b87 js3250.dll@0x60b7e,Core,492496
P1,TM: trace aborts due to flat closure analysis bug,Core,492914
P1,Double unlock in js_SetProtoOrParent,Core,492659
P2,TM: Fix memory pressure measurement,Core,492673
P2,"""script stack space quota is exhausted"" while downloading XMarks bookmarks set",Core,491705
P1,xulrunner-stub.exe cannot discover GRE,Core,492948
P1,TM: incorrect execution if too little blacklisting happens,Core,493068
P2,TM: trace aborts if function closes over a variable and then modifies it,Core,492918
P2,make Cocoa z-level implementation more robust,Core,417142
P1,let declaration getting lost in certain situations,Core,489034
P1,Browser crashes in loading of certain page.[@ js_Interpret],Core,493177
P1,upvar emitted incorrectly in an escaping function inside eval,Core,493283
P2,Header/navigation links on PG.com take two clicks to load,Core,493251
P1,TM: youtube.com customization broken,Core,493466
P2,TM: Assertion failure: uint32(obj->fslots[JSSLOT_ARRAY_COUNT]) >= valueCount,Core,493255
P1,Possible Stack Corruption starting at Unknown Symbol @ 0x6d89c0006d89c,Core,493281
P2,[FIX]errors from event handler not reported to nsIConsoleService if event dispatched from JavaScript,Core,489671
P2,Make sessionStorage object conform the WHATWG spec,Core,455070
P1,TM: Wrong callee is restored when side-exiting from a trace,Core,493657
P1,"Assertion failure: cg->stackDepth >= 0, js1_8_1/regress/regress-452498-074.js, js1_8_1/regress/regress-452498-077.js",Core,493760
P1,TM: Crash [@ TraceRecorder::test_property_cache],Core,492904
P2,Build NSS with debug symbols - like the rest of Firefox,Core,458553
P1,TM: setting scopeChain to NULL in SynthesizeFrame breaks GetCallObject,Core,494045
P1,nsDOMClassInfo.cpp wants wrapper wrappers,Core,493886
P1,Crash [@ nsJSContext::cycleCollection::Traverse],Core,494290
P1,Failure to trace a loop we should really be tracing,Core,494268
P1,let declaration still getting lost in certain situations,Core,494518
P1,Uninitialized variable undefined after assignment whose initializer is a closure capturing that var,Core,494544
P1,"icons not available in visual editor mode, unable to switch to HTML editor in Wordpress 2.7.1 and on wordpress.com (e is undefined in tinymce)",Core,494143
P1,functions assigned in a loop in window scope are not unique,Core,494896
P3,typo issue in src/jsscript.cpp:267,Core,494956
P2,Assertion failure: *regs.pc == JSOP_CALL || *regs.pc == JSOP_DUP || *regs.pc == JSOP_TRUE,Core,494975
P1,280SLIDES stuck behaviour after 100% loaded,Core,495045
P1,Make sessionStorage be mapped by a domain again,Core,495112
P1,JS_GetScriptLineExtent() does not returns the right value,Core,494954
P2,Crash [@ FOGetNameInternal] (ReadOtherFamilyNamesForFace calls broken ATSUI code),Core,463861
P2,[HTML5] The HTML5 parser needs limits on internal buffer growth,Core,483209
P3,[HTML5] Mark malformed scripts as malformed,Core,488818
P1,[HTML5][Patch] Make isindex magic in submission,Core,490665
P3,[HTML5] Meta charset sniffing fails with newlines in the attribute value,Core,490916
P1,TM: missing early return in Nativei386 when generating LEA,Core,495396
P1,TM: Crash with (function() { return this; })(),Core,495563
P1,prevent calls to upvar-referring closures with incorrect JSContext.display,Core,494235
P2,"TM: ""Assertion failure: OBJ_IS_NATIVE(obj), at ../jstracer.cpp""",Core,495844
P1,"TM: ""Assertion failure: original == thisv || original == OBJECT_TO_JSVAL(obj)"" on eBay Motors",Core,496057
P1,Windows 7 raw touch events not available to plugins,Core,484050
P3,Scrollable menus should support panning,Core,492152
P1,Function in destructuring assignment can't see up to other variables in the assignment,Core,496134
P1,"TM: wrong number with >>>, various types of loops",Core,496185
P1,"""Assertion failure: fun->u.i.script->upvarsOffset""",Core,496245
P2,"E4X: Namespace variable resolution fails (""xmlns is undefined"") if defined in function context",Core,496316
P2,TM: Censor block objects in addition to call objects when accessing 'this',Core,496507
P1,Need to prevent optimized closure escape via foo.caller still,Core,496605
P1,let initializer scope is wacky,Core,496532
P1,Cannot access optimized closure in mootools,Core,496790
P2,delete of an enclosing function's argument deletes the wrong variable,Core,496422
P1,js1_5/extensions/regress-424942.js - Assertion failure: (int16) JSVAL_TO_INT(id) == JSVAL_TO_INT(id),Core,497146
P1,"""ASSERTION: available space should never grow"" and ""yikes! spinning on a line over 1000 times!""",Core,494332
P2,[TM]Failure to trace loop which calls function which lives two up the prototype chain,Core,497789
P4,Win32 nsILocalFile.exists() returns false for an existing system file (such as hiberfile.sys or pagefile.sys),Core,429484
P1,"TM: ""Assertion failed: p->isQuad()"" with ""for each"" assigning to const (hidden by ""with"")",Core,495962
P1,Setting inline style always misses property cache,Core,498565
P1,Wrong behavior of crypt function in Firefox 3.5 Preview (with JIT for content enabled),Core,498586
P1,remove fallback CSS background color support,Core,496721
P1,"virginamerica.com flight search form, calendar and other image buttons, don't work",Core,499038
P1,"top crash [@ js_MonitorLoopEdge(JSContext*, unsigned int&)]",Core,499169
P1,Encapsulate the property cache using C++ best practices,Core,500431
P1,Bug in new property cache scheme causes incorrect property lookup,Core,500528
P3,Older processors (AMD K6 and via) appear to crash on startup,Core,500277
P2,TM: GetMethod shouldn't detect,Core,501229
P1,TM: Crash [@ nanojit::Assembler::nPatchBranch],Core,501275
P2,Implement simple clipboard on Windows CE,Core,499803
P1,Focus broken in dialog boxes on Windows CE,Core,499805
P1,Ctrl+letter keyboard shortcuts don't work on Windows CE,Core,500745
P1,Add ActiveX plug-in wrapper for CE6 Firefox / Fennec builds,Core,489364
P2,up network thread priority on Windows CE,Core,499852
P3,TM: icc warning: 64-bit pointer math on 32-bit machines [nanojit],Core,502242
P2,TM: icc warnings in jsopcode.cpp,Core,502241
P3,TM: warnings in jsxdrapi.cpp,Core,502296
P1,Invalid pointer into hash table in jsatom,Core,502630
P2,URL invisible in awesomebar result on WinCE,Core,502508
P3,Mousewheel scrolling not working with Windows CE,Core,502509
P4,Some cursor types not working on Windows CE,Core,502510
P1,Check in Flash ActiveX hack code,Core,500472
P2,image corruption on Windows CE on youtube.com,Core,500200
P3,Weird painting when resizing window on Windows CE,Core,502524
P4,Password fields on Windows CE show asterisks instead of dots,Core,502522
P4,Cannot use file picker to browse for folders on Windows CE,Core,502516
P2,drag'n'drop not implemented on Windows CE,Core,502513
P3,<select> items have mismatched hilightcolor / border on Windows CE,Core,502518
P3,expose cycle collector runtimes array,Core,500317
P3,make some DEBUG_CC information accessible to memory tools,Core,500233
P4,ASSERTION: bad height: 'aInfoType == BAND_FROM_POINT',Core,494237
P2,Traditional chinese characters aren't displayed completely,Core,503260
P2,TM: Trace calling a user-attached function to RegExp,Core,503406
P3,text-shadow uses page colors even when page colors are disabled,Core,503188
P4,"""Save Link As..."" displays broken file picker when file type is unknown on Windows CE",Core,504385
P2,TM: fast path for String.toString,Core,501230
P1,"Shrink slots during GC only, split ReallocSlots into Alloc/Grow/ShrinkSlots",Core,504478
P3,expressions using (PND_ASSIGNED | PND_FUNARG) want common inline helpers,Core,499790
P2,"TM: js1_6/extensions/regress-456826.js - Assertion failure: *(uint64*)&global[STOBJ_NSLOTS(JS_GetGlobalForObject(cx, cx->fp->scopeChain))] == 0xdeadbeefdeadbeefLL",Core,505081
P4,"NS_LITERAL_STRING should use u"""" when available",Core,502298
P2,configure.in silently disables necko wifi when header is missing (Linux only),Core,503597
P2,Probably Exploitable - Read Access Violation on Block Data Move starting at MSVCR80D!memcpy+0x000000000000005a,Core,505305
P1,Avoid shape regeneration and property cache purge during the GC,Core,488731
P2,Exiting Page Setup causes broken Print Preview,Core,503627
P2,100% CPU spike when moving window,Core,496788
P2,"Have to set explicit focus to a page by clicking on it, after clicking Back",Core,504450
P2,Aero Glass clips panel content,Core,473152
P3,Wrong package suggestion message on configure.in: iwlib-dev -> libiw-dev,Core,505774
P2,setting location.hash of frame does not scroll the frame to the anchor,Core,376785
P1,It's possible to access a double-wrapped object's underlying privileged object,Core,505988
P2,TM: js1_5/Exceptions/regress-333728.js fail,Core,461170
P2,"TM: Crash when repeatedly clicking ""up"" video list navigation, if Linkification extension is installed [@ js3250.dll@0x90ff3 ]",Core,481804
P2,Regression: crash in hixie's test with Firebug [@ nsExternalResourceMap::PendingLoad::OnDataAvailable ],Core,471687
P2,Alert box no longer has focus after closing popup,Core,487700
P2,Prevent resize event loops,Core,473805
P2,"table pushed down past earlier align=""right"" table (expected behavior for float:right table)",Core,488581
P2,Hang [@ nsBlockFrame::ReflowInlineFrames] with removing &#68997; and small width,Core,490559
P2,"Crash during Image Browsing  [@ nsLayoutUtils::GetCrossDocParentFrame(nsIFrame const*, nsPoint*) ]",Core,490848
P2,Ugly flashes using Gmail,Core,491703
P2,YouTube video browse page jumping all over the place,Core,492145
P3,Make all containing block reconstruction async,Core,494546
P2,label and textbox misaligned when using align=baseline,Core,494901
P2,Scrollbars are behaving strange,Core,498593
P2,"style.overflow=""hidden"" followed by style.overflow="""" fails to reshow scrollbars",Core,502447
P2,"[FIX]new.music.yahoo.com, Top charts list is empty",Core,502567
P2,"""ASSERTION: Unable to get an nsIScriptGlobalObject from the ScriptGlobalObjectOwner!""",Core,495883
P2,Screen flashes when moving puzzle pieces,Core,505896
P2,DOMParser no longer available in Greasemonkey scripts,Core,500349
P2,"html xmlns submitted to MySpace with ""update mood & status"" feature",Core,500937
P2,"Crash [@ nsHTMLInputElement::Focus] with file input focus and setting position:inherit, overflow:scroll",Core,504183
P2,"ASSERTION: Wrong scope, this is really bad!: 'JS_GetGlobalForObject(cx, obj) == newScope'",Core,502730
P2,with browser.zoom.siteSpecific=false: viewing a standalone image resets full zoom level,Core,503729
P1,TM: Crash [@ js_GetClosureArg],Core,506178
P1,"crash in js_GetClosureVar, regression from Trace JSOP_NAME for general closures",Core,506018
P5,source file mozilla/memory/jemalloc/crtsp1.diff has mixed unix / dos line endings,Core,486913
P2,"TM: v8 harness fails on Crypto, occasionally EarleyBoyer",Core,493821
P2,Rounding difference between JIT and interpreter,Core,496816
P2,"""Assertion failure: entry->localKind == JSLOCAL_ARG, at ../jsfun.cpp""",Core,499524
P2,Setting a property after deleting another one is slow if the object has many properties,Core,473228
P2,"When finalizing, run free() on a separate thread",Core,505612
P2,TM: deallocate LIR buffer after compilation if we don't plan on recompiling a tree,Core,497009
P2,The dromaeo charAt benchmark doesn't trace,Core,501472
P2,TM: Different invalid instanceof operand values with JIT off/on,Core,503488
P1,Crash [@ js_PutCallObject],Core,503679
P2,"iterating over ""window"" causes subsequent iteration over another object to fail with bizarre javascript error",Core,504078
P2,"TM: Crash with a ""divide by zero"" error (really -2147483648 / -1)",Core,504516
P2,JS error on Google Docs (spreadsheets) with jit enabled,Core,505516
P1,Crash on Google Docs with jit enabled,Core,504797
P1,Abort using Bugzilla: Assertion failed: isLInsOp2() || isLInsSti() (/Users/roc/mozilla-checkin/js/src/nanojit/LIR.h:584),Core,505002
P2,TM: Different values for modulo of negative number (-2 % 2),Core,505003
P2,Facebook connections show wrong number of contacts,Core,506093
P1,"Assertion failure: OBJ_SCOPE(pobj)->object == pobj, at ../jsinterp.cpp",Core,506347
P1,Crash [@ js_Interpret] or [@ js_MonitorLoopEdge],Core,506366
P1,Shape regeneration does not touch most empty scopes,Core,505932
P1,"Assertion failure: JSVAL_IS_VOID(STOBJ_GET_SLOT(obj, scope->freeslot)), at ../jsobj.cpp:3446",Core,501986
P1,Problems with regexp parsing of '~' in nsIZipReader.findEntries (and other nsWildCard uses),Core,332173
P2,"[FIX]""ASSERTION: Bad offset looking for glyphrun"" with ireflow, bidi",Core,478504
P2,"Crash [@ BuildTextRunsScanner::ScanFrame] with ireflow, word-wrap:break-word",Core,478527
P2,"Crash [@ nsHTMLReflowState::GetHypotheticalBoxContainer] with position: fixed, float right",Core,496742
P2,"Crash [@ nsCachedStyleData::GetStyleVisibility] with position: absolute, input type=radio and -moz-column-count",Core,499138
P1,Hanging when changing width of main window - on BBC,Core,499447
P2,Unwanted horizontal scrollbars on Google Reader,Core,503718
P2,changing generated content on :hover does not work when the hovering is over the generated content,Core,503813
P2,Username/password prompt dialog (or any using commonDialog.xul) no longer has username field focused,Core,503829
P2,background color of iframe not drawn on print,Core,504269
P2,"Assignment of '-1' to 'wrapWidth' crashes the browser  [@ nsTextControlFrame::CalcIntrinsicSize(nsIRenderingContext*, nsSize&) ]",Core,504311
P2,"HandleMultiplePress signature changed in some, but not all, implementations",Core,504975
P2,Possible for frame construction to occur while frames are on overflow lists,Core,505482
P2,Thumbnail of video on youtube front page moves up when clicked,Core,505654
P2,Unresponsive pixels in SVG,Core,492577
P2,media/liboggz/src/liboggz/oggz.c:222: oggz_close: Assertion `oggz_dlist_is_empty(oggz->packet_buffer)' failed.,Core,498380
P2,crash (segfault) @ oc_sb_create_plane_mapping when playing corrupted ogg theora file,Core,504843
P2,Hashtable failure in nsCSSRuleProcessor,Core,507487
P2,some drop down fields misaligned in options panel,Core,508115
P3,"Firefox crashes when opening certain e-mails in aol webmail. [@nsStyleSet::AddImportantRules(nsRuleNode*, nsRuleNode*)]",Core,507457
P1,COWs create too many XPCNativeWrappers,Core,508483
P2,Embedded YouTube video's controls render as clipped,Core,508495
P2,nsGlobalModalWindow traverses mArguments twice,Core,508774
P2,TreeColumns Dangling Pointer Vulnerability (ZDI-CAN-536),Core,506871
P5,media/liboggplay/src/liboggplay/cpu.c (MS-DOS format!): compile with SunStudio fails,Core,509025
P4,getComputedStyle should return style as though element were not inside pseudo-element (:first-line/:first-letter),Core,505515
P4,remove nsIInspectorCSSUtils,Core,371655
P2,document.getSelection() can read cross-origin content selections,Core,503226
P2,to substitute large text into the textarea takes long time(It takes 3 times than before),Core,496823
P2,Richtext editor: delete at end of paragraph does nothing,Core,502259
P2,UI elements inside XBL are drawn incorrectly when initialized with broadcasters,Core,506212
P2,Remove native widgets from decks,Core,506615
P2,resizing planet page very slow on trunk,Core,507260
P2,Optimize scrolling some more,Core,507334
P2,"Crash [@ GetAdvanceForGlyphs] with ireflow, RLM, selectAll",Core,507566
P2,Areas not painted when scrolling radial gradient,Core,507939
P2,"Crash [@ ViewWrapper::QueryInterface][@ kernel32.dll] with hr, position: absolute and relative styles and textarea",Core,508050
P2,Artifacts with background-size: contain when resizing windows,Core,508353
P3,nsEventStateManager::GetContentState needs fast path to nsFocusManager::GetFocusedElement,Core,509889
P3,"""ASSERTION: should not have pseudo-element data""",Core,510071
P1,Add support for nsIAccessibleEvent::OBJECT_ATTRIBUTE_CHANGED,Core,510441
P1,Unexpected JavaScript parsing possible to XSS attack,Core,510868
P1,TM: investigate v8-richards performance,Core,504587
P1,Right-clicking context menu entries does nothing,Core,482043
P2,Accessing ScriptSecurityManager off the main thread,Core,509824
P2,Content-Type header is not preflighted with OPTIONS request in Cross-Site XMLHttpRequest calls (violates CORS),Core,503200
P2,Fine grained control of gesture registration on widgets,Core,503541
P3,IPC protocol classes should use leak counting macros,Core,511440
P1,Text editing broken in Firebug edit mode and other extensions,Core,509478
P3,truncated font-face src: descriptor crashes browser,Core,511304
P4,@font-face { src: local() } parsing doesn't match ()'s properly on error,Core,511333
P4,Optimize a > b ~ c as well as a b ~ c in SelectorMatchesTree,Core,511147
P2,Fold nsIFrameDebug into ns(I)Frame,Core,510651
P1,"Crash [@ QuoteString] or [@ js_HashString] or ""Assertion failure: (*flagp & GCF_FINAL) == 0, at ../jsgc.cpp""",Core,511835
P3,moz-column-width can freeze the browser,Core,511482
P2,"""Assertion failure: !(pn->pn_dflags & flag), at ../jsparse.h""",Core,510783
P3,NS_GetURLSpecFromFile does a stat(),Core,510991
P3,js modules should be packaged into a jar file,Core,509755
P3,Text-shadow blur and underline messes up with padding-left,Core,512988
P2,get rid of FSRef usage in XRE_GetBinaryPath,Core,506812
P2,The print button in United online checkin doesn't work,Core,513254
P2,RFC 2616 1.3 Response Cacheability issue with XHR - Ajax connections cache refresh leading to huge bandwidth and server hits overhead,Core,475156
P2,"Crash [@ nsContentUtils::PositionIsBefore] with XBL, two elements that have the same ID",Core,489925
P2,AJAX app is not working correct when async is false,Core,503061
P2,Keyboard support is missing from Drag and Drop HTML 5,Core,504533
P2,Cannot change input field focus in Facebook login page,Core,507592
P1,"Only use compatibility.ini (not .autoreg, or stat()s) to invalidate fastloads and other caches",Core,511761
P1,Fixup Aero Glass code,Core,506124
P1,stat of individual files in the components dir is unecessary,Core,512827
P1,mochitest-plain hanging during shutdown,Core,513999
P2,PR_FormatTime / strftime() doesn't work on Windows CE shunt,Core,503710
P1,Date() returns incorrect value (related to shunt),Core,507450
P2,WinCE command line sanity,Core,509245
P2,Unmounting file system crashes Firefox,Core,511647
P2,ogl error 0x500 observed for musicjesus.com,Core,506934
P2,precompile common GLSL shaders for ddraw surface at once,Core,509250
P3,Tracking bug for Reftest Failures on Windows CE,Core,513926
P2,unaligned reads in qcms (crash on http://www.onlinemovies.top-site-list.com/),Core,504766
P2,[wince/arm]: math-partial-sums generates Underflow Exception,Core,510340
P2,Firefox has 1/2 the download speed of IE6,Core,496849
P2,Odd window state after leaving full-screen (F11) mode on Windows CE,Core,504501
P2,Windows CE ::IsIconic is just a stub that always returns false,Core,507857
P2,www.gamespot.com download dialog failure,Core,492333
P4,autoscroll icon has non-transparent background on Windows CE,Core,503421
P2,"TM: ""Assertion failure: JSVAL_IS_DOUBLE(val), at ../jsopcode.cpp""",Core,510644
P2,slow startup on WinCE (~30s),Core,505283
P2,navigator.javaEnabled() produces bogus results with the new Sun plugin,Core,512214
P1,"""Assertion failure: (uint32)(index_) < atoms_->length"" on mbc.net",Core,514790
P1,Java applet does not load on Mac OS X in anything built on 1.9.3,Core,510035
P1,"Crash [@ js_IsAboutToBeFinalized] or [@ js_GetGCThingTraceKind] with defineSetter, eval, for...in",Core,514819
P1,"Assertion failure: atoms == script->atomMap.vector, at jsops.cpp:2399 - js1_5/Function/regress-364023.js",Core,514943
P1,TM: Substring/Dependent String problem with new unitString approach.,Core,514971
P1,window.print() doesn't work from inside a frame,Core,511883
P1,TM: js_GetStringBytes needs help (separate unitString and intString lookup),Core,515273
P2,DOMWindow leak (when closing browser window) due to tab-pref observers,Core,513982
P2,Unpacked extensions inadvertently enable plugins when reading chrome file at startup,Core,471245
P2,Silverlight 3 plugin elements don't repaint correctly,Core,510082
P1,getting NPNVPluginElementNPObject fails,Core,510963
P2,"URL spoofing bug involving Firefox's error pages, document.location",Core,514232
P1,Bypassing XOW by using SJOW,Core,514435
P2,Crash with recursive web-worker calls [@XPCNativeSet::Mark],Core,514554
P3,Don't trigger GC on every XHR completion,Core,515287
P1,TM: Regression on shell test case regress-452498-224.js,Core,515815
P2,Crashes while scrolling [@ nsScrollPortView::IncrementalScroll()],Core,454872
P2,selected item not showing in listbox box,Core,506481
P2,"""ASSERTION: returning frame that is not in childlist"" with xul:listboxbody, XBL",Core,508927
P2,background image rendered incorrectly when window resized,Core,509329
P2,"Crash [@ nsTreeBodyFrame::InvalidateScrollbars] with overlay, tree and DOMAttrModified",Core,509602
P2,"A case of missing ""Java frame"" on http://www.zonebourse.com/",Core,509693
P2,Specifying left and top features in openWindow doesn't work when screenX and screenY attributes are set on the <window> element and are set to be persisted,Core,509828
P2,Selecting a table row and pasting in the editor crashes Firefox,Core,510575
P1,Scrolling performance regression after bug 507334,Core,510856
P2,Painting weirdness involving a <select> with a transparent background,Core,511323
P2,Layout and css of Mint.com is broken on trunk and 1.9.2 branch,Core,512631
P1,Scrolling performance regression in Google Reader,Core,513082
P2,still get painting weirdness involving a <select> with a transparent background even after bug 511323,Core,513185
P1,Button in alert() dialog no longer gets initial focus,Core,513186
P2,"""ASSERTION: Some PresArena objects were not freed"" with -moz-column, list-item, float, :after",Core,513394
P1,Hovering over drop down popup can get content underneath in a hovered state,Core,513684
P1,focus to other element fires mouseout event,Core,514901
P1,"Crash [@ js_Interpret] or ""Assertion failure: JSVAL_IS_OBJECT(v), at ../jsapi.h""",Core,515892
P3,configure on linux requires iwlib.h with --disable-compile-environment,Core,509060
P1,"Crash [@ js_Interpret] or ""Assertion failure: script->nfixed == 2, at ../jsinterp.cpp""",Core,516262
P1,downloading file with RTL override (RLO) presents conflicting filenames,Core,511521
P2,Bottom area of textboxes not clickable when placed in a panel with aero glass,Core,463305
P2,nsObjectFrame doesn't properly handle NPP_New failing for NP_FULL [@libgobject-2.0.so.0.2000.1@0x29302 ],Core,491722
P2,Clean-up about:license block for netwerk/wifi/ code,Core,511322
P1,XSS due to window.dialogArguments accessible cross-domain (MSVR-09-0047 / ZDI-CAN-535),Core,504862
P1,Pressing TAB before a character in Google Docs moves the caret to a wrong position,Core,503531
P1,bad rendering when scrolling panels in Firebug,Core,509443
P1,Cannot drag scroll bars on frames going from visibility:hidden to visibility:visible,Core,511951
P2,"background image problems when page is zoomed (background disappears, zoom level)",Core,501627
P2,track changes to newly implemented css3-background features,Core,488877
P1,"bug 462809 should be implemented in content/events, not widget/src/*",Core,512235
P1,google docs spreadsheets toolbar never becomes active in 3.6 nightlies,Core,511050
P3,a single gfx mochitest gets put in objdir/_tests/ when building --disable-tests,Core,515993
P1,"/[\0]/.exec(""\0"") fails",Core,429243
P2,Creating long arrays is slow on linux debug builds,Core,472650
P2,"TM: Assertion failure: scope->shape == PCVCAP_SHAPE(entry->vcap), at /work/mozilla/builds/1.9.1-tracemonkey/mozilla/js/src/jstracer.cpp:7478",Core,488734
P2,TM: Null deref [@ JITted code] involving __proto__ munging and array-like access,Core,496054
P2,"TM: Different result returned with testcase involving print, for..in, return",Core,496541
P2,"TM: Different values with testcase containing for, print, return",Core,496544
P1,Incorrect upvar access on trace involving top-level scripts,Core,507292
P2,"TM: Different values with testcase containing for, for...each, uneval",Core,507556
P2,parseInt of negative double rounds down instead of towards zero (jit),Core,507993
P1,"""Assertion failure: !cx->throwing, at ../jsiter.cpp"" with defineSetter, defineGetter, watch, eval, slice, yield, Function",Core,508504
P2,"Crash [@ DecompileDestructuringLHS] with destructuring and ""arguments""",Core,509354
P1,"TM: ""Assertion failure: argsobj->getPrivate() == fp, at ../jsfun.cpp""",Core,510655
P1,"TM: ""Assertion failure: tm->reservedDoublePoolPtr > tm->reservedDoublePool, at ../jstracer.cpp""",Core,515440
P2,TM: make Assembler short-lived,Core,513276
P1,"BBC Weather loads initially, but then page clears and reload attempted which hangs",Core,516062
P1,Array indexing error in js/src/dtoa.c's Balloc() leads to floating point memory vulnerability (SA36711),Core,516862
P2,"Crash [@ js_TraceStackFrame] with for...in, yield",Core,517250
P1,Use -O3 -fomit-frame-pointer instead of -Os on Mac OS X,Core,492688
