Priority,Short Description
P4,"A crash occurred when trying to obtain the content insertion frame in the nsBoxFrame class, caused by a <xul:listboxbody>."
P4,Encounter a failure when accessing the content insertion frame within the <xul:listboxbody> at [@ nsBoxFrame::GetContentInsertionFrame].
P4,"The system experienced an error at the code section ""nsBoxFrame::GetContentInsertionFrame"" involving <xul:listboxbody>."
P4,A malfunction occurred with a listbox body <xul:listboxbody> while trying to retrieve the content insertion frame [@ nsBoxFrame::GetContentInsertionFrame].
P4,"""Experience a collision [@ nsBoxFrame::GetContentInsertionFrame] involving <xul:listboxbody>."""
P4,A collision occurred at nsBoxFrame::GetContentInsertionFrame involving <xul:listboxbody>.
P3,The dialogue box for adding a security exception becomes inoperable when set to a high dpi.
P3,The Add Security Exception dialog becomes unworkable when used with high dpi.
P3,'An error occurs [@ nsOverflowContinuationTracker::SetUpListWalker] when using -moz-column'
P3,There was a crash at the nsOverflowContinuationTracker::SetUpListWalker caused by -moz-column.
P3,"The term ""success"" was received from XPCVariant::VariantDataToJS without prior initialization."
P3,"""XPCVariant::VariantDataToJS did not provide an initialized value for ""success""."
P3,Improperly used errors in content are identified as PRBool misuse bugs.
P3,Errors related to the incorrect use of PRBool in content.
P3,Firefox exposes data when encountering a Failed to Connect error.
P3,"Firefox exposes information when facing a ""Failed to connect"" error."
P4,"When there are numerous tabs open, Firefox exposes nsAutoRepeatBoxFrame."
P4,"When numerous tabs are opened, there is a leakage in Firefox's nsAutoRepeatBoxFrame."
P4,Firefox has a tendency to expose nsAutoRepeatBoxFrame when a large number of tabs are active.
P4,Many instances of nsAutoRepeatBoxFrame are exposed when a large number of tabs are simultaneously opened on Firefox.
P4,Firefox has issues with nsAutoRepeatBoxFrame being leaked when multiple tabs are open.
P4,The presence of multiple tabs can cause Firefox to expose nsAutoRepeatBoxFrame.
P3,The STIX fonts display MathML Script Alphabet and other symbols as hexadecimal boxes.
P3,The MathML Script Alphabet and other symbols are displayed as hexagonal boxes using STIX fonts.
P4,The function nsIconChannel::GetHIconFromFile is not compatible with Unicode filenames on the Windows operating system.
P4,The function nsIconChannel::GetHIconFromFile does not have the capability to handle Unicode filenames on the Windows operating system.
P4,"On Windows, Unicode filenames are not supported by nsIconChannel::GetHIconFromFile."
P4,"On the Windows platform, Unicode filenames are not supported by nsIconChannel::GetHIconFromFile."
P4,The functionality of nsIconChannel::GetHIconFromFile is limited on Windows as it does not accommodate Unicode file names.
P4,"On Windows, the feature nsIconChannel::GetHIconFromFile does not accommodate Unicode filenames."
P3,Creating a page that replicates the flash content in drawWindow.
P3,The page for drawing has a replicated flash content within the drawWindow.
P3,The vertical presentation of words within different mathml components is shown.
P3,The terms within the material of multiple mathml elements are shown in a vertical manner.
P4,Transfer the gfxSparseBitSet code to xpcom.
P4,Transfer the gfxSparseBitSet code to xpcom.
P4,Transfer the gfxSparseBitSet code to xpcom.
P4,Transfer the gfxSparseBitSet code to xpcom.
P4,"""Transfer the gfxSparseBitSet code to xpcom."""
P4,> Transfer the gfxSparseBitSet code to xpcom.
P3,Retrieve font character map information using a separate task in the background.
P3,Load the font cmap information through a task operating in the background.
P3,Load font family names in a delayed or inactive manner.
P3,Different font styles should be imported slowly and with limited effort.
P3,The specified contentType parameter is causing the moz-icon to not correctly display the appropriate icon.
P3,The use of the contentType parameter is causing the incorrect icon to be displayed by moz-icon.
P4,[A Linux-exclusive feature] A block object will be rendered as a bitmap graphic if it contains varying border-*-color values (with text not being selectable).
P4,[A Linux-specific] A block element is displayed as a bitmap picture if it has varied values for border-*-color (text cannot be selected)
P4,"If [Linux-only] a block component has varying values for border-*-color, it will be displayed as a bitmap image instead of selectable text."
P4,"[Exclusively for Linux] If a block element has varying values for border-*-color, it will be displayed as a bitmap image and cannot be selected as text."
P4,"'[Linux-exclusive] When a block element has varying values for its border-*-color, it will be displayed as a bitmap image and the text within it will not be selectable.'"
P4,[Exclusive to Linux] A block element will be displayed as a bitmap picture if it has varying border-*-color values (preventing selection of text).
P3,Revise the titles of headers
P3,Revise the names of headers
P3,Elements with a fixed positioning are shown exclusively on the initial and concluding pages when printed.
P3,'Elements with a fixed position will only appear on the initial and final pages when printed.'
P4,An error is produced when the regexp:match function is utilized.
P4,The utilization of the regexp:match function results in an error.
P4,"The use of the ""regexp:match"" function produces an error."
P4,Using the regexp:match function results in an error.
P4,'An error is encountered when utilizing the regexp:match function'
P4,The utilization of the regexp:match function leads to an error.
P5,Incorrect formatting of 'else' statement code in generator expression decompiler code.
P5,Incorrectly indented code in the else clause of a generator expression decompiler code.
P5,Code in the generator expression decompiler that is indented incorrectly within the else-clause
P5,Generator expression decompiler code with incorrectly indented else-clause
P5,Incorrectly indented code in the else-clause of a generator expression decompiler.
P5,Incorrect indentation of the else statement code in the decompiled generator expression code.
P5,Incorrect indentation of else-clause code in the code generated by the expression decompiler.
P5,The code for the else-clause in the generator expression decompiler is incorrectly indented.
P5,"""Generator expression decompiler code with incorrectly indented else-clause code."""
P5,Unintentionally indented code for else-clauses found in codes generated by the decompiler for expression generators.
P5,Code within the else-clause of a generator expression decompiler code being misindented
P5,Incorrect indentation of else clause in the code for decompiled generator expressions.
P5,Incorrect indentation of code within the else-clause in generator expression decompiler code.
P5,Incorrectly formatted code in the else-clause of a generator expression decompiler code.
P5,Incorrectly indented code in the else-clause of a generator expression decompiler.
P5,Code within the else-clause of generator expression decompiler code that has been improperly indented
P5,Incorrectly indented code for the else clause in the generated expression decompiler code.
P5,Improper indentation of 'else' clause code in code derived from decompressed generator expression.
P5,Code in a generator expression decompiler that contains an improperly indented else clause.
P5,Improperly indented code in the else-clause of a generator expression decompiler code.
P3,'The drag function is disabled for links within a document that contains a contenteditable element.'
P3,Links cannot be dragged if the document includes a contenteditable element.
P4,"In certain scenarios, the specific outline of the -moz-border-radius border is not displayed."
P4,"In specific situations, the border outline for -moz-border-radius is not visible."
P4,"Under certain conditions, the border outline for -moz-border-radius is not displayed."
P4,"In certain situations, the border outline for -moz-border-radius may not be visible."
P4,The specific circumstances do not display the border outline for -moz-border-radius.
P4,The specific scenarios do not display the border outline for -moz-border-radius.
P4,The testcase originating from bug 336739 is once again causing a crash at the function nsDOMUIEvent::GetScreenPoint.
P4,The trial run associated with issue 336739 is causing a crash once again at the nsDOMUIEvent::GetScreenPoint location.
P4,The test case related to bug 336739 is once again causing a crash at the location of [@ nsDOMUIEvent::GetScreenPoint].
P4,"The test case associated with bug number 336739 is once again causing a crash, specifically at the location of nsDOMUIEvent::GetScreenPoint."
P4,"'The testcase associated with bug 336739 is once again causing a crash, specifically in the function nsDOMUIEvent::GetScreenPoint.'"
P4,The bug 336739 testcase is once again causing a crash at [@ nsDOMUIEvent::GetScreenPoint].
P4,"Encounter a crash at nsRuleNode::GetStyleBorder while using both fullZoom and display: table, while navigating back and forth."
P4,"Encounter an error in nsRuleNode::GetStyleBorder while utilizing fullZoom and having display: table, navigating back and forth."
P4,Encountering an error at [@ nsRuleNode::GetStyleBorder] while utilizing both fullZoom and display: table and navigating back and forth.
P4,"There was a crash encountered at ""nsRuleNode::GetStyleBorder"" while using fullZoom and having ""display: table"" enabled, while navigating back and forth."
P4,"Experiencing an unexpected error with full zoom and display setting of ""table"" while navigating back and forth in the code at nsRuleNode::GetStyleBorder."
P4,There is a crash occurring in the nsRuleNode::GetStyleBorder function when using fullZoom and having a display value of table while navigating back and forth.
P4,"Encountering a malfunction in the code involving columns, float and performing various actions within the nsIFrame and nsPlaceholderFrame classes."
P4,"A malfunction occurred involving the display style and inline preferred width within nsIFrame and nsPlaceholderFrame, while incorporating columns, floating, and other actions."
P4,"'Encountered an error [@ nsIFrame::GetStyleDisplay][@ nsPlaceholderFrame::AddInlinePrefWidth] while working with columns, float, and performing tasks.'"
P4,"Collide when using columns, float, and performing actions in functions nsIFrame::GetStyleDisplay and nsPlaceholderFrame::AddInlinePrefWidth."
P4,"The issue [@ nsIFrame::GetStyleDisplay][@ nsPlaceholderFrame::AddInlinePrefWidth] occurred due to problems with columns, float property, and performing tasks."
P4,"A problem has occurred while trying to use columns, float and perform tasks in the [@ nsIFrame::GetStyleDisplay][@ nsPlaceholderFrame::AddInlinePrefWidth] function."
P3,'Collide without stacked layers featuring columns and sizeable border-curve'
P3,Experience a collision [@ no stack] involving columns and a substantial border-radius.
P3,An error [@ nsStyleContext::Release] occurs during a refresh when using a mathml element and a menupopup.
P3,The program experienced a crash when reloading with a mathml element and menupopup while releasing nsStyleContext.
P3,"Encounter an error [@ nsLineBreaker::FlushCurrentWord] while applying rtl, -moz-pre-wrap, and other settings."
P3,Encounter a failure while using right-to-left text and the pre-wrap property on the Mozilla browser.
P3,The update 2.0.0.12 is responsible for making <a> tags undetectable in firebug.
P3,[Correction] Version 2.0.0.12 results in <a> tags not being detected when inspected in firebug.
P3,"Using w(yield) should not result in a syntax error stating ""yield expression must be parenthesized""."
P3,"'Using w(yield) should not result in a syntax error stating ""yield expression must be parenthesized"".'"
P4,"Even when the system preference is set to disable anti-aliasing for font sizes smaller than x, CG glyph rendering will still perform anti-aliasing."
P4,"Even if the system preference is set to disable anti-aliasing for font sizes smaller than x, CG glyph rendering will still perform anti-aliasing."
P4,"CG glyph rendering consistently applies anti-aliasing, even if the system settings have disabled it for font sizes smaller than x."
P4,"The rendering of CG glyphs will still include anti-aliasing, even if the system preference is to disable it for font sizes smaller than x."
P4,"The CG glyph rendering feature continues to use anti-aliasing, despite being set to disable for font sizes below x according to the system preference."
P4,"The anti-aliasing feature for CG glyph rendering remains active, regardless of user settings, for font sizes smaller than x."
P3,Firefox is experiencing a leakage issue upon restoring tabs containing b.m.o queries.
P3,Firefox is experiencing a leakage issue when restoring tabs with b.m.o queries.
P3,Creating a transparent effect for a painting bug on an iframe's scrollbar by utilizing opacity.
P3,Creating an artistic effect by applying transparency to the scrollbar of an iframe containing a painting.
P4,'Encounter an error [@ nsCOMPtr_base::assign_with_AddRef] when a node is being relocated and the html element contains a datasources attribute'
P4,An issue has been identified where a collision occurs caused by a relocated node and the presence of a datasources attribute on an HTML element [@ nsCOMPtr_base::assign_with_AddRef].
P4,The html element causes a crash when moving nodes and modifying the datasources attribute [@ nsCOMPtr_base::assign_with_AddRef].
P4,The html element experiences a crash while attempting to move a node and assign a datasources attribute in nsCOMPtr_base::assign_with_AddRef.
P4,Collide when [@ nsCOMPtr_base::assign_with_AddRef] combines with transferring node and datasources attribute on an html element.
P4,"A moving node and a datasources attribute on an HTML element caused the system to fail, according to [@ nsCOMPtr_base::assign_with_AddRef]."
P4,Modifying connected pictures is unsuccessful in contentEditable sections.
P4,Changing the size of connected pictures does not work in editable content sections.
P4,Modifying the size of connected images is unsuccessful within elements that are editable.
P4,Adjusting attached images does not work in content areas that can be edited.
P4,Changing the size of connected images is unsuccessful in editable content parts.
P4,Modifying the size of images that are connected to each other does not work in editable content elements.
P3,"An error is being reported with the use of -moz-column and a floating first-letter, indicating that the float frame has an incorrect parent."
P3,"The statement ""Float frame has incorrect parent"" is associated with the usage of -moz-column and the first letter being floated."
P3,The nsIContentPolicy is not invoked for external DTDs associated with XML documents.
P3,The nsIContentPolicy is not invoked for external Document Type Definitions (DTDs) within XML documents.
P3,"""ASSERTION: Oops, cx is not the current JavaScript context!"" with __proto__"
P3,"""Judgment: Oh, cx does not refer to the present JS context!"" accompanied by __proto__"
P4,"It appears that XSLTProcessor.transformToFragment solely utilizes the ""text"" output method."
P4,"According to observations, XSLTProcessor.transformToFragment appears to exclusively utilize the ""text"" output method."
P4,"It appears that XSLTProcessor.transformToFragment primarily utilizes the ""text"" output method."
P4,"It appears that XSLTProcessor.transformToFragment primarily utilizes the output method of ""text""."
P4,"It appears that XSLTProcessor.transformToFragment exclusively utilizes the output method ""text""."
P4,"It appears that XSLTProcessor.transformToFragment exclusively uses the output method ""text""."
P3,Enable the use of one-sided font types by preference.
P3,Permit font families with only one typeface through preference settings.
P4,An occurrence where there is malfunction involving a <input type=file> element and its related events.
P4,'collide using <input type=file> and activities'
P4,Encountering errors while using <input type=file> and event functionalities
P4,'collision involving the use of <input type=file> and events'
P4,'encounter a problem involving <input type=file> and events'
P4,'Collision involving <input type=file> and occurrences'
P4,"The crash during first load with floating first-letter, bidi, and image has been identified as occurring within the first continuation of nsContinuingTextFrame."
P4,"The only crash that needs to be debugged occurs at [@ nsContinuingTextFrame::GetFirstContinuation] when the page is first loaded and includes a floating first-letter, bidirectional text, and an image."
P4,"The first time the page loads, there is a crash related to the first-letter, bidi, and image when debugging at [@ nsContinuingTextFrame::GetFirstContinuation]."
P4,"The initial crash encountered with a floating first-letter, bidirectional text, and image during the first load only needs to be debugged."
P4,"The only issue encountered is a crash on the first load that occurs specifically when there is a floating first-letter, bidirectional text, and an image present, located in the [nsContinuingTextFrame::GetFirstContinuation] section."
P4,"The only error that occurs during the initial launch, with the presence of a floating first-letter, bidirectional text, and image, is a crash in the function nsContinuingTextFrame::GetFirstContinuation."
P4,Encounter an error [@ nsHTMLFramesetFrame::Reflow] when dealing with a frameset within mroot.
P4,'Encountered a malfunction [@ nsHTMLFramesetFrame::Reflow] due to the presence of frameset in mroot.'
P4,"The frameset caused a crash in mroot during reflow, according to the nsHTMLFramesetFrame."
P4,Crash during the execution of nsHTMLFramesetFrame::Reflow due to the presence of a frameset in mroot.
P4,The frameset in the main root caused a crash at nsHTMLFramesetFrame::Reflow.
P4,A collision occurred [@ nsHTMLFramesetFrame::Reflow] involving a frameset within mroot.
P3,"A mathml, float, and numerous extraneous elements caused a crash at [@ nsFrameConstructorState::ProcessFrameInsertions]."
P3,"The program encountered an error [@ nsFrameConstructorState::ProcessFrameInsertions] involving mathml, floating elements, and a large amount of miscellaneous data."
P3,Valgrind reports an uninitialised memory read (UMR) at nsTypedSelection::AddRange.
P3,Valgrind has detected an Uninitialized Memory Read at the function nsTypedSelection::AddRange.
P4,'Reexamine the quota logic in jsarena.c following the expansion of arenas through malloc_usable_size.'
P4,Reevaluate the quota logic in jsarena.c once the arenas have been expanded via malloc_usable_size.
P4,Reassess the quota logic in jsarena.c once arenas have been expanded using malloc_usable_size.
P4,"Re-examine the quota system in jsarena.c, following the expansion of arenas through malloc_usable_size."
P4,Revise the quota formula in the jsarena.c file following an increase in the size of the arenas due to the use of malloc_usable_size.
P4,"'Review the quota logic in jsarena.c again, following the expansion of arenas through malloc_usable_size.'"
P3,"During the start of operation on the Win32 platform, any problems or inconsistencies are analyzed and deemed invalid."
P3,Examine the inapplicable conditions that occur during the initiation on Win32.
P3,"In Vista, each menulist must function as a menubutton."
P3,Each menulist on Vista needs to be a menubutton.
P3,Save codepoints that do not have a font match on Windows.
P3,Store codepoints that do not have a corresponding font on windows in a cache.
P3,Improved chained-concat performance achieved through the use of JSOP_CONCATN.
P3,JSOP_CONCATN is designed to enhance the efficiency of concatenated chains.
P3,The speed of Canvas is declining.
P3,The speed of Canvas is decreasing.
P4,The chrome context consistently outputs null when using the getImageData function on a content canvas.
P4,The content canvas's function of getImageData consistently yields a null value when accessed from the Chrome context.
P4,The getImageData feature of content canvas consistently provides a null result when used in a chrome context.
P4,The getImageData function of the content canvas consistently yields null when accessed through a chrome context.
P4,The getImageData method in a chrome context always results in a null response for the content canvas.
P4,The getImageData method on the content canvas consistently outputs a null value from the Chrome context.
P3,Possible memory overflow in canvas
P3,Possible memory leak issue in a canvas element.
P4,"The globalCompositeOperation ""copy"" is not accurate."
P4,"The globalCompositeOperation ""copy"" is not accurate."
P4,"The globalCompositeOperation ""copy"" is not correct."
P4,"The incorrect usage of the globalCompositeOperation ""copy"" should be modified."
P4,"The globalCompositeOperation ""copy"" is not properly defined."
P4,"Mistake in using the ""copy"" global composite operation."
P3,Evaluating JavaScript Performance
P3,Tests that measure the speed of JavaScript
P3,The use of alignment mathematics in jsarena code results in excessive allocation.
P3,The allocation of code in jsarena results in excessive amounts due to the calculations related to alignment.
P3,"""Removing all colors from the canvas is too time-consuming."""
P3,Changing the canvas to a single color takes a considerable amount of time.
P4,The function getImageData is expected to permit rectangles that are beyond the bounds.
P4,The intended functionality of getImageData is to enable the use of rectangles that exceed the boundaries.
P4,getImageData is intended to permit rects outside of the bounds.
P4,The function getImageData is intended to enable the use of rectangles that extend beyond the bounds.
P4,The function getImageData is intended to enable the use of rectangles that extend beyond the boundaries.
P4,The function getImageData is intended to enable the use of rectangles that are outside the bounds.
P4,The caret should also be drawn by the drawWindow function in Canvas if it is visible.
P4,The drawWindow function in Canvas should also include the caret in its drawing if it is currently being displayed.
P4,The display of the caret should be included in the drawing of the window in the canvas.
P4,The function drawWindow in Canvas should also include the drawing of the visible caret.
P4,The drawWindow function in Canvas must include the caret when it is visible.
P4,The drawWindow function in Canvas should also include the caret drawing if it is visible.
P3,The function <canvas> context.getImageData() is extremely resource-intensive in terms of both memory and time.
P3,'<canvas> Retrieving data using context.getImageData() requires a significant amount of memory and time.'
P5,"'JSArena code can be directly accessed by jsiter and jsinterp, resulting in the breaking of encapsulation.'"
P5,'Jsiter and jsinterp bypass the encapsulation of JSArena code by directly accessing it.'
P5,"'Jsiter and jsinterp have direct access to JSArena code, resulting in the breakdown of encapsulation.'"
P5,"The JSArena code is directly accessed by jsiter and jsinterp, resulting in the breach of encapsulation."
P5,"'Jsiter and jsinterp have direct access to the JSArena code, resulting in the breaking of encapsulation.'"
P5,"|

jsiter and jsinterp are able to reach the JSArena code directly and this causes encapsulation to be disrupted."
P5,The use of jsiter and jsinterp to interact with JSArena code directly is a violation of encapsulation.
P5,"Jsiter and jsinterp can directly reach the JSArena code, which in turn compromises encapsulation."
P5,"Jsiter and jsinterp have direct access to JSArena code, resulting in the breaking of encapsulation."
P5,"Both jsiter and jsinterp are able to directly access JSArena code, resulting in the breaking of encapsulation."
P5,"'Jsiter and jsinterp have direct availability to JSArena code, violating encapsulation.'"
P5,"'Jsiter and jsinterp can directly access JSArena code, which breaches encapsulation.'"
P5,"'Both jsiter and jsinterp are able to directly reach the JSArena code, violating its encapsulation.'"
P5,"'Jsiter and jsinterp directly retrieve JSArena code, causing encapsulation to be compromised.'"
P5,"The JSArena code can be accessed directly by jsiter and jsinterp, which results in breaking the encapsulation."
P5,"Jsiter and jsinterp are able to directly reach JSArena code, resulting in a breach of encapsulation."
P5,"'Jsiter and jsinterp directly interact with JSArena code, disrupting its encapsulation.'"
P5,"Jsiter and jsinterp have direct access to JSArena code, resulting in the violation of encapsulation."
P5,"The JSArena code is directly accessed by jsiter and jsinterp, resulting in a breach of encapsulation."
P5,"The code in JSArena can be directly accessed by jsiter and jsinterp, causing the encapsulation to be broken."
P3,It is necessary to be capable of conducting evaluations on random constructions.
P3,Must have the capability to conduct tests on any given build.
P3,Spidermonkey is unable to be constructed using GCC 4.2 due to the utilization of memset() in jslock.cpp without the inclusion of string.h.
P3,Spidermonkey is unable to construct with GCC 4.2 due to an issue where jslock.cpp utilizes memset() without properly including string.h.
P3,The function f() cannot be removed because it results in a SyntaxError due to an invalid assignment on the left side.
P3,"Removing the function f() results in a SyntaxError, as the left-hand side of the assignment is not valid."
P4,The JSArena code causes aggressive allocation of arenas.
P4,TheJSArena code actively disrupts the functioning of dynamically allocated memory regions.
P4,The JSArena code aggressively damages/freezes allocated arenas.
P4,JSArena code causes damage to allocated arenas.
P4,The JSArena code is causing intense damage to allocated arenas.
P4,JSArena code causes intensive damage to the allocated arenas.
P4,The U+FFFD character that takes the place of unknown or invalid characters is displayed as a hexadecimal box instead of a question mark in a diamond shape.
P4,The U+FFFD replacement character appears as a hexagon instead of a question mark within a diamond.
P4,The U+FFFD replacement character appears as a hexbox instead of a question mark inside a diamond shape.
P4,The U+FFFD replacement character appears as a hexbox rather than a question mark inside a diamond.
P4,The U+FFFD character replacement is displayed as a hexagonal box rather than a question mark within a diamond shape.
P4,The U+FFFD replacement character is displayed as a hexagonal box instead of a question mark encased in a diamond shape.
P3,Using a two-finger scrolling action on Tinderbox tends to be significantly slower compared to using the traditional scrollbar.
P3,Using 2-finger scrolling on Tinderbox is significantly slower than using a scrollbar.
P3,There are compilation problems with nsCocoaWindow.mm when using GCC 4.2 on OS X.
P3,'nsCocoaWindow.mm leads to compilation issues when using GCC 4.2 on OS X'
P3,The caret position is lost when using ALT+TAB with the contenteditable function.
P3,"When using the 'ALT+TAB' function while editing a 'contenteditable' document, the caret's position is reset."
P3,"When clicking on contenteditable items, the caret cursor is not placed at the clicked location, but rather at the start of the item."
P3,"When clicking on contenteditable elements, the caret cursor does not appear at the clicked position, but rather at the start of the element."
P3,"If there is a contenteditable element present in a document, it appears that dragging and dropping can be performed anywhere within the document."
P3,"When a document includes a contenteditable element, dragging and dropping appears to be feasible throughout the entire document."
P3,Some combinations are not displaying correctly on Mac systems!
P3,'Mac users unable to view certain combinations correctly!'
P3,This document does not provide spelling suggestions for text inputs when the contenteditable node is present.
P3,Spelling recommendations will not appear for inputted text if the contenteditable node is present in the document.
P4,'requires privileges to establish xpconnect'
P4,Permission is required for xpconnect in regards to 'about'.
P4,'Permissions are required for xpconnect regarding:'
P4,'requires permissions for xpconnect'
P4,'requires elevated privileges for xpconnect'
P4,'requires privileges for xpconnect'
P4,"""CLAIM: Superficial unbinding will not eliminate the document and the parent binding on the children!"""
P4,"""DECLARATION: Superficial unbinding will not remove document and parent bindings on children!"""
P4,STATEMENT: The act of shallow unbinding will not remove the document or the binding parent from the children.
P4,"""STATEMENT: Using shallow unbind will not erase document and the parent binding for children!"""
P4,"""STATEMENT: Superficial detachment will not remove the document and parent binding of children!"""
P4,CLAIM: Unbinding superficially will not remove the document and the parent binding on children!
P3,[Correction] Incorrect handling of end-of-file for @import statements.
P3,[CORRECTION] The handling of end-of-file for @import is incorrect.
P3,The choice of font is based on the language of the initial text seen rather than the language of the current document.
P3,"Choosing a font is determined by the language of the initial text that is read, rather than the language of the current document."
P3,'The parent node of the element becomes displaced.'
P3,The element's parent node becomes missing.
P3,"After being sent, occurrences cannot be sent again."
P3,"Once sent out, occurrences cannot be sent out again."
P3,"The Date.parse function is unable to interpret the value ""2008-04-26"" as per ISO 8601 standards."
P3,"The function Date.parse is not able to interpret the date ""2008-04-26"" (it should be able to recognize the ISO 8601 format)."
P3,'Identify ways to prevent or steer clear of potential injuries caused by pointed items'
P3,Prevent injuries from sharp objects
P3,Optimizing the iteration of arrays.
P3,Optimization of iterator loops for arrays.
P4,"To enable JavaScript fixes, set aDoJSFixups to PR_TRUE in the ShowModalDialog function of nsGlobalWindow."
P4,"In the nsGlobalWindow::ShowModalDialog function, aDoJSFixups should be set to PR_TRUE."
P4,"In order to use the nsGlobalWindow::ShowModalDialog function, make sure to set the aDoJSFixups parameter to PR_TRUE."
P4,Use PR_TRUE as the argument for aDoJSFixups in the ShowModalDialog function of nsGlobalWindow.
P4,Set the value of aDoJSFixups to PR_TRUE when calling nsGlobalWindow::ShowModalDialog.
P4,"For nsGlobalWindow::ShowModalDialog, aDoJSFixups should be set as PR_TRUE."
P3,"""Compatibility between Popup window and Dashboard"""
P3,Compatibility between popup windows and dashboards
P3,A revamp is necessary for the highlight of the input box on OS X when the active input box is being manipulated by a script.
P3,The active input box in OS X may require a clean-up or repainting of its highlight when being manipulated through scripting.
P3,The process of collecting cycles should not cause errors when going through script objects in languages that are not involved.
P3,The collection of cyclical objects should not encounter errors while navigating through code objects of languages that do not actively partake.
P3,Experience an issue while performing XSLT conversion: Awaiting ...
P3,Experience an error while performing a transformation with XSLT: Awaiting...
P3,"The <mrow> element, as well as other MathML components, are unable to properly use the XLink href attribute."
P3,"The XLink href feature is not functional on MathML elements, such as <mrow>."
P3,Improperly addressed focus events in the Thunderbird account setup window
P3,'Absence of focus events encountered in the Thunderbird account setup dialogue'
P3,Support color management upon initial activation.
P3,Activate the default setting for color management assistance.
P3,Navigating through large and intricate documents with a scroll function can be a sluggish and resource-intensive process.
P3,Navigating through lengthy or extensive documents can be a sluggish and demanding task.
P4,Unusual objects found at the edge of a div's background
P4,Mysterious objects at the boundaries of the background in a div element.
P4,Unusual objects found at the edges of a div's background
P4,Mysterious items located at div background borders
P4,Peculiar objects found at the edges of a div's background.
P4,Unusual objects found at the edges of a div's background.
P3,"Significant lag in scrolling on OS X when using CSS for ""overflow: auto"" and a sizeable HTML document."
P3,"""Significantly sluggish navigation on OS X using CSS ""overflow: auto"" and an extensive HTML document"""
P3,MathML: The placement of closing curly brackets is incorrect when they are used after mtable/mtd without an explicit mrow.
P3,The placement of closing curly brackets in MathML is incorrect when they are after an mtable or mtd element without an explicit mrow.
P4,The appearance of GDI ClearType on RGBA surfaces can occasionally be poor.
P4,"""Occasionally, the appearance of GDI ClearType on RGBA surfaces can be subpar."""
P4,The appearance of GDI ClearType on RGBA surfaces can occasionally be poor.
P4,GDI ClearType appearance on RGBA surfaces can occasionally be unsatisfactory.
P4,Text rendered with GDI ClearType on RGBA surfaces may occasionally appear subpar.
P4,GDI ClearType can appear unattractive when rendered on RGBA surfaces.
P5,"FF3 encounters a problem when using unusual combinations of keys, such as Cmd+[non english alphabet] and results in an [@ nsObjCExceptionLogAbort] error."
P5,"'FF3 experiences a malfunction upon using a rare combination of the Cmd key and a non-English alphabet character, leading to an [@ nsObjCExceptionLogAbort] error.'"
P5,FF3 unexpectedly shuts down when using unusual key combination of Cmd+[non-roman characters] [@ nsObjCExceptionLogAbort]
P5,"FF3 experiences a malfunction when an uncommon key combination is used, specifically one that includes a non-English alphabet character, causing an [@ nsObjCExceptionLogAbort] error."
P5,"FF3 experiences an abnormal termination due to a unique combination of the Cmd key and a non-English alphabetic character, resulting in an nsObjCExceptionLogAbort."
P5,"The FF3 browser encounters a problem and stops functioning when a unique key combination (containing non-English alphabet characters) is pressed, resulting in an exception log and an abrupt end to the program."
P5,FF3 malfunctions with unfamiliar Cmd+[foreign alphabet] command [@ nsObjCExceptionLogAbort].
P5,"The FF3 program suffers a crash due to an unusual combination of the Cmd key and a non-English alphabet character, resulting in an nsObjCExceptionLogAbort error."
P5,"FF3 experiences a malfunction when encountering an unusual keyboard combination, consisting of non-English alphabet symbols, resulting in an @ nsObjCExceptionLogAbort error."
P5,"FF3 experiences technical issues when attempting to use unusual Cmd+[non English alphabet] commands, resulting in an exception being logged and a program termination."
P5,"The FF3 browser experiences a crash when encountering a unique key combination involving non-English characters, resulting in an nsObjCExceptionLogAbort error."
P5,"An error occurs when using a unique keyboard combination, involving non-English characters, in FF3, resulting in a log abort caused by a problem with nsObjCException."
P5,"FF3 experiences a malfunction when an unusual Cmd+[non-English character] keyboard shortcut is used, resulting in an nsObjCExceptionLogAbort."
P5,"FF3 experiences a disruption when using a unique key combination involving non-English letters, resulting in an nsObjCExceptionLogAbort."
P5,'FF3 experiences a crash when using a unique combination of Cmd+[non English alphabet] key and [@ nsObjCExceptionLogAbort] is triggered.'
P5,"FF3 stops functioning when attempting a unique combination of keys, containing non-English alphabet characters, resulting in an @ nsObjCExceptionLogAbort error."
P5,"FF3 experiences an abrupt closure when encountering uncommon keystrokes involving non-English characters, resulting in an exception log with the notation ""@ nsObjCExceptionLogAbort""."
P5,"The FF3 application experiences a breakdown when using unusual key combinations involving non-English characters, leading to an [@ nsObjCExceptionLogAbort] error."
P5,"FF3 malfunctions when using unusual key combinations, involving characters from non-English alphabets, resulting in an error message for nsObjCExceptionLogAbort."
P5,"FF3 freezes when an unusual combination of the Cmd key and a non-English character is pressed, resulting in an [@ nsObjCExceptionLogAbort] error."
P3,Improve and optimize the fullscreen feature on OS X/Cocoa.
P3,Improve full screen functionality for OS X/Cocoa operating system.
P3,"""Utilizing the tab character within a table cell where white-space is set to 'pre' causes the table's border to cover the text."""
P3,Using a tab character in a table cell that has the white-space:pre property causes the table border to cover the text.
P3,The size limits for high-level XUL windows ought to be facilitated.
P3,Top-tier XUL windows should accommodate limitations in size.
