Classification,Summary
Performance issue,It requires multiple reloads for the web page to fully load.
Performance issue,It may take multiple reloads for the web page to completely load.
Performance issue,It may require multiple page refreshes before the website is fully loaded.
Performance issue,It takes multiple loads for the webpage to fully load.
Performance issue,It may require multiple attempts for the webpage to completely load.
Performance issue,It may require multiple attempts before the webpage fully loads.
Performance issue,It may require multiple reloads for the webpage to completely load.
Performance issue,Evaluation of Necko's Performance
Performance issue,Evaluation of Necko's Performance
Performance issue,'Evaluation of Necko's Performance'
Performance issue,Evaluation of Necko's Performance
Performance issue,Performance Assessment at Necko
Performance issue,'Evaluation of Necko's Performance'
Performance issue,Evaluation of Necko's Performance
Performance issue,Evaluation of Necko's Performance
Performance issue,Review of Necko's Performance
Performance issue,'Evaluation of Necko's Performance'
Performance issue,'Reviewing Necko's Performance'
Performance issue,"Decrease the size of debug logs in the browser-chrome, which may otherwise exceed the maximum size and result in the closure of trunk and aurora trees."
Performance issue,Make debug browser-chrome logs smaller to avoid exceeding the maximum log size and causing closure of trunk and aurora trees.
Performance issue,"Minimize the size of error logs generated by browser testing, preventing them from exceeding the maximum limit and causing the trunk and aurora tree branches to be shut down."
Performance issue,Decrease the size of debug browser-chrome logs to prevent them from exceeding the maximum log size and causing trunk and aurora trees to close.
Performance issue,Minimize the debug browser-chrome logs to avoid surpassing the maximum log capacity and consequently halting the operations of the trunk and aurora trees.
Performance issue,"Decrease the size of debug logs for the browser-chrome, preventing them from exceeding the maximum size and causing a closure of the trunk and aurora branches."
Performance issue,Decrease the size of debug browser-chrome logs to prevent them from exceeding the maximum size and therefore causing the trunk and aurora trees to close.
Performance issue,Minimize the size of browser-chrome logs for debugging purposes to avoid surpassing the maximum log limit which can result in the closure of the trunk and aurora tree branches.
Performance issue,"Minimize the dimensions of debug logs for browser-chrome, preventing them from surpassing the allowed log size and causing trunk and aurora trees to shut down."
Performance issue,"Decrease the size of debug logs for browser-chrome, which are currently too large and causing the trunk and aurora trees to close due to exceeding the maximum log size."
Performance issue,"Minimize the length of the debug logs for browser-chrome, which may cause the trunk and aurora branches to close due to exceeding the allowed log size."
Performance issue,B2G-Inbound has been shut down because of ICS Emulator Debug Mochitests Leaks that have been detected in a majority of the tests.
Performance issue,The B2G-Inbound system has been shut down because of ICS Emulator Debug Mochitests Leaks which were present in a majority of the tests.
Performance issue,B2G-Inbound shut down because of ICS Emulator Debug Mochitests causing leaks in a majority of the tests.
Performance issue,B2G-Inbound has been shut down because the ICS Emulator Debug Mochitests have resulted in leaks in a majority of the tests.
Performance issue,The closure of B2G-Inbound is a result of ICS Emulator Debug Mochitests Leaks found in the majority of the tests.
Performance issue,"The B2G-Inbound has been shut down because of ICS Emulator Debug Mochitests' leaks, which have been detected in the majority of the tests."
Performance issue,The B2G-Inbound has been shut down as a result of ICS Emulator Debug Mochitests revealing leaks in a majority of the tests.
Performance issue,The B2G-Inbound has been shut down because of ICS Emulator Debug Mochitests Leaks that were detected in majority of the tests.
Performance issue,The B2G-Inbound has been shutdown as a result of ICS Emulator Debug Mochitests causing leaks in the majority of the tests.
Performance issue,The B2G-Inbound has been shut down as a result of ICS Emulator Debug Mochitests Leaks appearing in the majority of the tests.
Performance issue,'B2G-Inbound has been shut down because of ICS Emulator Debug Mochitests Leaks being present in a majority of the tests.'
Performance issue,"When a substantial script is loaded in the Rhino debugger, it can cause an infinite loop, resulting in 100% utilization of the CPU."
Performance issue,"When a considerable script is loaded into the Rhino debugger, it leads to an infinite cycle (100% CPU usage)."
Performance issue,"When loading a substantial script in the Rhino debugger, it leads to an everlasting loop which completely utilizes the CPU (100% usage)."
Performance issue,"When a substantial script is loaded into the Rhino debugger, it leads to a continuous cycle (100% of the CPU is being used)."
Performance issue,"When a significant script is loaded in the Rhino debugging tool, it leads to a continuous cycle with 100% of the CPU being utilized."
Performance issue,"When a sizable script is loaded into the Rhino debugger, it causes a continuous cycle that uses up all of the CPU (100% utilization)."
Performance issue,"When a sizable script is loaded in the Rhino debugger, an infinite loop occurs causing the CPU to run at maximum capacity (100% utilization)."
Performance issue,"When a substantial script is loaded into the Rhino debugger, it causes a continuous cycle (maxing out the CPU at 100%)."
Performance issue,"When a sizable script is loaded into the Rhino debugger, it causes a continual cycle (100% CPU usage)."
Performance issue,The Rhino debugger will continuously loop and use 100% of the computer's CPU when a sizeable script is being loaded.
Performance issue,"When a sizable script is loaded into the Rhino debugger, it leads to an infinite loop and uses up 100% of the CPU."
Performance issue,numerous process divisions
Performance issue,extensive amount of stages
Performance issue,A considerable amount of process divisions.
Performance issue,A considerable amount of process divisions.
Performance issue,Numerous processing divisions
Performance issue,A substantial amount of process segments.
Performance issue,a significant amount of process modules
Performance issue,a significant amount of procedure divisions
Performance issue,a significant amount of processing segments.
Performance issue,A significant amount of process sections.
Performance issue,a significant amount of process segments
Performance issue,Is the process of constructing related to resolving bug 182928 while compiling NsModule.cpp?
Performance issue,Is the process of constructing while compiling in NsModule.cpp connected to the resolution of bug 182928?
Performance issue,Is the process of constructing in NsModule.cpp connected to the resolution of bug 182928?
Performance issue,Is the building procedure during compilation in NsModule.cpp connected to resolving bug 182928?
Performance issue,Is the compilation process in NsModule.cpp connected to the bugfix for bug 182928?
Performance issue,Is the building process in NsModule.cpp in relation to the bugfix for bug 182928?
Performance issue,Is the construction process during compilation in NsModule.cpp linked to the resolution of bug 182928?
Performance issue,Is the building process in NsModule.cpp associated with addressing bug 182928?
Performance issue,Is the process of building in NsModule.cpp connected to resolving issue 182928 through a bugfix?
Performance issue,Is the process of building and compiling in NsModule.cpp connected to the bugfix for issue 182928?
Performance issue,Is the building process in NsModule.cpp associated with resolving bug 182928?
Permission/Deprecation issue,The initial term is disregarded by the new IndexReader.terms(myterm) method.
Permission/Deprecation issue,The initial term is bypassed by the IndexReader.terms(myterm).
Permission/Deprecation issue,The initial term is overlooked by the new IndexReader when using the method 'terms(myterm)'.
Permission/Deprecation issue,New IndexedDocument Reader for the specified term will ignore the initial term.
Permission/Deprecation issue,The xerces2b3 software is being tested by adding a &#13; character to the end of each line in the API tests for smoke testing.
Permission/Deprecation issue,The addition of the &#13; character to line endings has been included in the smoketest api tests of xerces2b3.
Permission/Deprecation issue,The smoketest API tests for xerces2b3 now include the addition of a special character to line endings.
Permission/Deprecation issue,xerces2b3: additional line ending character is included in the smoketest api tests.
Permission/Deprecation issue,DOMServices.cpp:759 has an access violation in the function DOMServices::getNamespaceForPrefix.
Permission/Deprecation issue,"A breach of access was found in DOMServices::getNamespaceForPrefix, specifically in line 759 of DOMServices.cpp."
Permission/Deprecation issue,"""DOMServices::getNamespaceForPrefix in violation of access (line 759 in DOMServices.cpp)"""
Permission/Deprecation issue,DOMServices.cpp:759 has encountered an access violation while trying to retrieve the namespace associated with a specific prefix.
Permission/Deprecation issue,'Outdated sample code for form'
Permission/Deprecation issue,Outdated sample code for creating a form
Permission/Deprecation issue,Outdated sample code for a form.
Permission/Deprecation issue,Outdated sample code for a form.
Permission/Deprecation issue,'mod_rewrite encountered a failure with RewriteLock permissions.'
Permission/Deprecation issue,Issue with RewriteLock permissions in mod_rewrite
Permission/Deprecation issue,The RewriteLock permissions for mod_rewrite could not be successfully implemented.
Permission/Deprecation issue,Issue with mod_rewrite; RewriteLock access denied
Permission/Deprecation issue,[PROPOSED AMENDMENT] '[ADJUSTMENT] Imperceptible failure of grantPermission in RDBMS adapters (mostly)'
Permission/Deprecation issue,'[UPDATE] (Nearly) Muted Unsuccessful Grant of Permission in RDBMS Connectors'
Permission/Deprecation issue,[UPDATE] (Near) undetected malfunction of granting permissions in RDBMS adapters.
Permission/Deprecation issue,[UPDATE] (Nearly) noiseless malfunction of awarding consent in RDMS connectors.
Permission/Deprecation issue,'[UPDATE] Incorrect URI used for permission management in RDBMS adapter'
Permission/Deprecation issue,Incorrect URI being used in RDBMS adapters for permission management
Permission/Deprecation issue,[UPDATE] RDBMS adapters have incorrect URI for permission management.
Permission/Deprecation issue,[UPDATE] RDBMS adapters utilize incorrect URI for permission management.
Permission/Deprecation issue,The standard protocol for implementing obsolete neutron utilization has been changed in the primary publication.
Permission/Deprecation issue,The outdated policy for utilizing neutrons in the default publication is no longer in effect.
Permission/Deprecation issue,The protocol for using outdated neutron scenarios in the standard public framework has become outdated.
Permission/Deprecation issue,The former protocol for implementing neutron in the default public setting is now outdated.
Permission/Deprecation issue,Get rid of unnecessary phone call.
Permission/Deprecation issue,Get rid of pointless call.
Permission/Deprecation issue,Eliminate unneeded phone call.
Permission/Deprecation issue,Eliminate unnecessary phone communication.
Permission/Deprecation issue,"""Unable to compile using OpenSSL version 0.9.8 (compatible with previous versions)."""
Permission/Deprecation issue,"Does not work with OpenSSL 0,9,8 (compatible with previous versions)."
Permission/Deprecation issue,Does not function when using OpenSSL version 0.9.8 (compatible with previous versions)
Permission/Deprecation issue,Is not compatible with OpenSSL 0.9.8 (operates with previous versions).
Permission/Deprecation issue,"Obsolete instructional articles,"
Permission/Deprecation issue,Obsolete documentation pages
Permission/Deprecation issue,"Pages with obsolete documentation,"
Permission/Deprecation issue,Obsolete documentation sections
Permission/Deprecation issue,"Although not deprecated, the ""setTrackModification(boolean)"" function is currently non-operational."
Permission/Deprecation issue,"The method 'setTrackModification(boolean)' remains in use and has not been removed, however, it is currently ineffective."
Permission/Deprecation issue,"The function 'setTrackModification(boolean)' is still in use and has not been discontinued, but it is not currently functioning."
Permission/Deprecation issue,"Although not outdated, the setTrackModification(boolean) method is currently not functional."
Permission/Deprecation issue,Transfer the Servlet process to a different framework that provides a new data model system.
Permission/Deprecation issue,Transfer the Servlet operation to a different framework for data model provision.
Permission/Deprecation issue,Transfer Servlet function to a different framework for data model implementation.
Permission/Deprecation issue,"""Transfer Servlet function to a different framework that supports a new data model provider."""
Permission/Deprecation issue,The org.wsdl4j plugin is utilizing an outdated WSDL MIME binding schema.
Permission/Deprecation issue,The WSDL4J plugin utilizes an outdated schema for WSDL MIME binding.
Permission/Deprecation issue,The WSDL4J plugin utilizes an outdated version of the WSDL MIME binding schema.
Permission/Deprecation issue,'The [WSDL4J] plugin from org.wsdl4j is utilizing a deprecated WSDL MIME binding schema.'
Permission/Deprecation issue,'Revised alert notifications for outdated code in version 3.3RC1'
Permission/Deprecation issue,Fresh alerts for outdated code in version 3.3RC1
Permission/Deprecation issue,Fresh alerts for outdated code in version 3.3RC1.
Permission/Deprecation issue,Updated alert notifications for out-of-date code in version 3.3RC1
Permission/Deprecation issue,Replace Transfer.State with a dedicated listener for transfers as the preferred method.
Permission/Deprecation issue,Replace the use of Transfer.State with a listener specifically designed for transfers.
Permission/Deprecation issue,Replace Transfer.State with a transfer-specific listener instead of using it.
Permission/Deprecation issue,Discontinue using Transfer.State and instead use a listener specifically for transfers.
Permission/Deprecation issue,Discard the obsolete AbstractPDTTTest.
Permission/Deprecation issue,Eliminate the outdated AbstractPDTTTest.
Permission/Deprecation issue,Remove the outdated AbstractPDTTTest.
Permission/Deprecation issue,Eliminate the outdated AbstractPDTTTest.
Permission/Deprecation issue,"[Discovery] Phase out the use of ""String IServiceID#getServiceType"" and instead use ""IServiceTypeID IServiceID#getServiceTypeID""."
Permission/Deprecation issue,"[Discovery] It is recommended to discontinue the use of ""String IServiceID#getServiceType"" and instead use ""IServiceTypeID IServiceID#getServiceTypeID""."
Permission/Deprecation issue,"The use of ""String IServiceID#getServiceType"" should be phased out in favor of using ""IServiceTypeID IServiceID#getServiceTypeID"" in the future."
Permission/Deprecation issue,"'Discovery' is planning to no longer use the method ""String IServiceID#getServiceType"" and instead switch to ""IServiceTypeID IServiceID#getServiceTypeID."""
Permission/Deprecation issue,Take out outdated code for Scout versions 3.10 and 4.0.
Permission/Deprecation issue,"""Eliminate outdated code for Scout versions 3.10 and 4.0."""
Permission/Deprecation issue,Delete outdated Code for Scout versions 3.10/4.0.
Permission/Deprecation issue,Eliminate outdated Code related to Scout versions 3.10 and 4.0
Permission/Deprecation issue,"Remove the ""version"" attribute from the phpExe extension point."
Permission/Deprecation issue,"Remove the ""version"" attribute from the phpExe extension point."
Permission/Deprecation issue,"Discontinue the use of the ""version"" characteristic of the phpExe extension point."
Permission/Deprecation issue,"Remove the use of the ""version"" attribute within the phpExe extension point."
Permission/Deprecation issue,Removing outdated and wrapper data source types from DSE filtering.
Permission/Deprecation issue,The act of sifting through Deprecated and Wrapper ODA Data Source Types within DSE is referred to as filtering.
Permission/Deprecation issue,Restriction of Outdated and Wrapped ODA Data Source Categories in DSE
Permission/Deprecation issue,Sorting out outdated and covered-up ODA data source types in DSE.
Permission/Deprecation issue,Remove the outdated org.eclipse.aether.util.repository.layout package.
Permission/Deprecation issue,Remove obsolete org.eclipse.aether.util.repository.layout package
Permission/Deprecation issue,Please remove the outdated org.eclipse.aether.util.repository.layout package.
Permission/Deprecation issue,Remove the obsolete org.eclipse.aether.util.repository.layout package.
Permission/Deprecation issue,Eliminate the outdated class DiagramsUtil.
Permission/Deprecation issue,Remove the obsolete DiagramsUtil class.
Permission/Deprecation issue,Remove the obsolete class DiagramsUtil.
Permission/Deprecation issue,Remove the obsolete DiagramsUtil class.
Permission/Deprecation issue,[EGL] Dissolve the use of store and opt for generate instead.
Permission/Deprecation issue,[Edging Level (EGL)] Phase out the use of store and instead use generate.
Permission/Deprecation issue,[EGL] Phase out the use of store in favor of generate.
Permission/Deprecation issue,[EDL] Phase out store in preference of generate.
Permission/Deprecation issue,Remove obsolete org.eclipse.aether.spi.connector.Transfer.State enumeration.
Permission/Deprecation issue,Remove the outdated org.eclipse.aether.spi.connector.Transfer.State enumeration.
Permission/Deprecation issue,Remove the outdated org.eclipse.aether.spi.connector.Transfer.State enumeration.
Permission/Deprecation issue,Remove the outdated org.eclipse.aether.spi.connector.Transfer.State enumeration.
Permission/Deprecation issue,Eliminate out-of-date category DestructionEventHelperAdvice
Permission/Deprecation issue,'Discard the obsolete DestructionEventHelperAdvice class'
Permission/Deprecation issue,Take out obsolete DestructionEventHelperAdvice class.
Permission/Deprecation issue,Take out the obsolete category DestructionEventHelperAdvice.
Permission/Deprecation issue,[Hibernate] Repository: Transfer hibernate sample plug-ins from obsolete to a different spot in the repository.
Permission/Deprecation issue,'The Hibernate example plugins have been transferred from the deprecated section to a different location in the CVS repository.'
Permission/Deprecation issue,[Hibernate] CVS: Relocate example plugins from obsolete location to a different location in the cvs.
Permission/Deprecation issue,'[Hibernate] Relocation of hibernate example plugins from deprecated section to a different location in the cvs repository'
Permission/Deprecation issue,"""Discontinue and tidy up arrangement of organized collection of items"""
Permission/Deprecation issue,Discontinue and tidy up the arranged package collection.
Permission/Deprecation issue,Discard and organize ordered bundle inventory
Permission/Deprecation issue,Revoke and organize the listed bundles in an ordered manner.
Permission/Deprecation issue,Create a FactsService to be used with @Deprecated.
Permission/Deprecation issue,Create a FactsService specifically designed for the @Deprecated feature.
Permission/Deprecation issue,Develop FactsService to be used for @Deprecated.
Permission/Deprecation issue,Introduce FactsService for @Deprecated.
Permission/Deprecation issue,Eliminate any instances of deprecated SWTObservables.
Permission/Deprecation issue,Delete any instances of obsolete SWTObservables.
Permission/Deprecation issue,Get rid of any instances of SWTObservables that have been marked as obsolete.
Permission/Deprecation issue,Delete all instances of obsolete SWTObservables
Permission/Deprecation issue,Many components of Probekit utilize out-of-date APIs.
Permission/Deprecation issue,A large portion of Probekit is reliant on outdated APIs.
Permission/Deprecation issue,A major portion of Probekit utilizes outdated APIs.
Permission/Deprecation issue,A majority of Probekit employs out-of-date APIs.
Permission/Deprecation issue,Mark the use of @ConfigPropertyValue as outdated.
Permission/Deprecation issue,Indicate that 'Mark @ConfigPropertyValue' should no longer be used.
Permission/Deprecation issue,Update Mark @ConfigPropertyValue as no longer in use
Permission/Deprecation issue,Mark @ConfigPropertyValue as obsolete
Permission/Deprecation issue,Employ the usage of MouseEventHelper and obsolete the function AbstractModeEventHandler#eventOnSameCell().
Permission/Deprecation issue,"""Employ MouseEventHelper and obsolete the use of eventOnSameCell() from AbstractModeEventHandler."""
Permission/Deprecation issue,Employ the MouseEventHelper and phase out the usage of AbstractModeEventHandler#eventOnSameCell() due to it being outdated.
Permission/Deprecation issue,Utilize MouseEventHelper and mark AbstractModeEventHandler#eventOnSameCell() as outdated.
Permission/Deprecation issue,The updated edition of UBMs does not contain any obsolete components.
Permission/Deprecation issue,The updated edition of UBMs does not contain any outdated modules.
Permission/Deprecation issue,The latest edition of UBMs does not contain any outdated modules.
Permission/Deprecation issue,The updated UBMs do not contain any outdated modules.
Permission/Deprecation issue,Add the deprecated label to type elements.
Permission/Deprecation issue,Set the outdated flag for the type elements.
Permission/Deprecation issue,Set the deprecated flag for all type members.
Permission/Deprecation issue,Add a depreciation mark to type elements.
Permission/Deprecation issue,Allow Jon Rubin's bugzilla account to have extra authorization.
Permission/Deprecation issue,Grant Jon Rubin's bugzilla account extra authorization.
Permission/Deprecation issue,Grant Jon Rubin's bugzilla account extra authorization.
Permission/Deprecation issue,Allow for further authorization on Jon Rubin's bug tracker profile.
Permission/Deprecation issue,Bug 599428 caused Thunderbird and Sunbird builds to malfunction.
Permission/Deprecation issue,The Thunderbird and Sunbird builds were disrupted by a bug with the identification number 599428.
Permission/Deprecation issue,Bug 599428 resulted in the malfunction of Thunderbird and Sunbird builds.
Permission/Deprecation issue,'The Thunderbird and Sunbird builds were rendered non-functional by the Bug 599428.'
Permission/Deprecation issue,The solution for malfunction 15345 causes issues with both the webclient and javadom.
Permission/Deprecation issue,The resolution for issue 15345 results in malfunction of both the webclient and javadom.
Permission/Deprecation issue,The resolution to issue 15345 disrupts the functioning of the webclient and javadom.
Permission/Deprecation issue,The resolution for issue 15345 causes malfunction in both the webclient and javadom.
Permission/Deprecation issue,The bug with number 489344 has caused issues with the trunk mailnews mac builds. This is due to the need to transfer the uriloader to x86_64 for Mac OS X.
Permission/Deprecation issue,The problem with bug 489344 (transferring uriloader to x86_64 Mac OS X) has caused issues with trunk mailnews mac builds.
Permission/Deprecation issue,'Bug 489344 has caused the trunk mailnews mac builds to malfunction (due to porting the uriloader to x86_64 Mac OS X).'
Permission/Deprecation issue,The problem with trunk mailnews mac builds has been caused by a bug (489344) which involves porting uriloader to x86_64 Mac OS X.
Security issue,"In order for cocoon 2 to function properly, the presence of the security manager, known as Java SecurityManager, and the java.lang.RuntimePermission createSecurityManager are necessary."
Security issue,"The presence of a SecurityManager, specifically the ""createSecurityManager"" permission from the java.lang.Runtime package, is necessary for the proper functioning of cocoon 2."
Security issue,The presence of Java SecurityManager from java.lang.RuntimePermission is necessary for cocoon 2 to function properly.
Security issue,The use of SecurityManager in Java is necessary for cocoon 2 and requires the createSecurityManager permission from java.lang.RuntimePermission.
Security issue,Administration resetting password while encryption is enabled.
Security issue,An administrator is resetting a password while encryption is enabled.
Security issue,The administrator will change the password when the encryption has been activated.
Security issue,The administrator will reset the password in the event that encryption has been activated.
Security issue,"[Solution] By default, the security constraint has the authority to replace the portlet security at the registry level."
Security issue,[AMENDMENT] The preset security restriction has the ability to supersede the portlet's security at the registry level.
Security issue,[FIX] The default security constraint can now supersede the security of a registry-level portlet.
Security issue,[Revised] The default security constraint has the ability to supersede the portlet security settings at a registry level.
Security issue,Vulnerability in signature authentication
Security issue,Vulnerability in signature authentication
Security issue,Vulnerability in the verification of signatures
Security issue,Flaw in signature verification process.
Security issue,"The Java Virtual Machine experiences an unexpected error in its native code, causing a crash."
Security issue,"The JVM encounters an unforeseen error in the native code, resulting in a crash."
Security issue,"The JVM experiences an unexpected error in its native code, resulting in a crash."
Security issue,The JVM unexpectedly encounters an exception while executing native code and crashes.
Security issue,"The content of KeyValue's getPublicKey() method for DSA key, found in org.apache.xml.security.keys, is null."
Security issue,"The method getPublicKey() from the content,keys,security,xml,apache,org package does not return a value for DSA key."
Security issue,"'KeyValue object's getPublicKey() method from 'org,apache,xml,security,keys,content' does not provide a DSA key and returns a null value.'"
Security issue,The function getPublicKey() of org.apache.xml.security.keys.content.KeyValue returns a null value when used with a DSA key.
Security issue,"""Resolving the problem of UTF-8 encoding in XML security version 1.4.0 by implementing XML canonization."""
Security issue,"The problem involving UTF-8 encoding in Xml security 1,4,0 and the process of Xml canonization."
Security issue,Xml canonicalization is a concern regarding UTF-8 encoding in Xml security version 1.4.0.
Security issue,"""Troubles with UTF-8 encoding in XML security version 1.4.0 during XML canonization process."""
Security issue,[Modify] Turn off cocoon reload option due to safety concerns.
Security issue,[Update] Deactivate the cocoon reload option as a precautionary measure for security purposes.
Security issue,'[Update] Turn off cocoon refresh option due to security concerns.'
Security issue,[Modify] Deactivate the cocoon reload option to enhance security measures.
Security issue,-> 'Entry into the server and database is protected for safety measures'
Security issue,Access privileges for server and database security.
Security issue,Permission to enter the server and access the database securely
Security issue,The authorization to access the server and database for security purposes.
Security issue,Base64 from org.apache.xml.internal.security.utils is not functional on EBCDIC systems.
Security issue,The functionality of Base64 in EBCDIC platform seems to be malfunctioning.
Security issue,Base64 from org.apache.xml.internal.security.utils does not function on EBCDIC-based systems.
Security issue,Base64 functionality is not functional on EBCDIC systems for org.apache.xml.internal.security.utils.Base64.
Security issue,"The security check for ""package.access"" is too broad for Jasper, causing precompiled JSPs to encounter package access violations."
Security issue,"""Jasper experiences a package-access violation from the security check for ""package.access"" which is overly broad - this applies even to precompiled JSPs."""
Security issue,"The ""package.access"" security check is not specific enough for Jasper, as it results in package-access violations for precompiled JSPs."
Security issue,"The security check for ""package.access"" is too broad for Jasper as it results in precompiled JSPs experiencing package-access violations."
Security issue,Securing SOAP (simple object access protocol)
Security issue,Protection for SOAP messages
Security issue,'Security of SOAP'
Security issue,Security measures for SOAP
Security issue,"SECURITY: Apache providing access to ""confidential"" documents!"
Security issue,'SECURITY: Protection of confidential files through Apache!'
Security issue,Safeguarding: Apache delivers files for private use!
Security issue,'PROTECTION: Apache server delivering 'confidential' documents.'
Security issue,The provided evidence indicates that the file permissions are not secure.
Security issue,"According to the documentation, file permissions may not be secure."
Security issue,Documentation points to inadequate file permissions.
Security issue,"According to the documentation, there may be insufficient safeguards in place for file permissions."
Security issue,'Guidelines for safety should recommend enrolling in notification email listings.'
Security issue,Ways to ensure safety could include recommending sign-up for update notifications.
Security issue,Security advice should recommend signing up for a bulletin or notification mailing list.
Security issue,Advice on security should recommend signing up for a newsletter.
Security issue,The XMLSecurity 1.1.0 java library has an issue with retaining memory.
Security issue,The XMLSecurity 1.1.0 java library has a problem with remembering data.
Security issue,Issue with storing information in XMLSecurity 1.1.0 java package's memory
Security issue,Difficulty with remembering information in the XMLSecurity 1.1.0 library for java.
Security issue,[Amendment] Deactivate cocoon reload directive as a security precaution.
Security issue,[Update] Turn off the cocoon refresh option due to security concerns.
Security issue,"[Update] In the interest of security, eliminate the cocoon reload option."
Security issue,"The cocoon reload parameter has been disabled, due to security concerns, in the recent patch."
Security issue,Status Worker Security User Case Issue on Windows by JK
Security issue,Security User Case Issue with Windows for JK Status Worker
Security issue,The issue of JK employee and user safety in Windows environment.
Security issue,Windows has a problem with the Worker Security User Case of the JK Status.
Security issue,The problem of XML canonization and UTF-8 encoding in XML security 1.4.0.
Security issue,The problem of encoding in Xml security 1.4.0 related to Xml canonization and UTF-8.
Security issue,The problem of UTF-8 encoding in Xml security 1.4.0 leading to Xml canonization.
Security issue,The problem of UTF-8 encoding in Xml security 1.4.0 during Xml canonization.
Security issue,The method KeyValue.getPublicKey() from org.apache.xml.security.keys.content will give a return value of null in the case of a DSA key.
Security issue,The method KeyValue.getPublicKey() from org.apache.xml.security.keys.content returns a null value when used with a DSA key.
Security issue,"'org.apache.xml.security.keys.content.KeyValue.getPublicKey() does not provide a value for DSA key, resulting in null.'"
Security issue,The DSA key does not have a public key value when using org.apache.xml.security.keys.content.KeyValue.getPublicKey().
Security issue,The construction of XML Security 1.4.0 is not compatible with IBM's JDK.
Security issue,IBM's JDK is not compatible with the building process of XML Security 1.4.0.
Security issue,XML Security version 1.4.0 is not compatible with IBM's JDK and cannot be successfully compiled.
Security issue,Version 1.4.0 of the XML Security software does not compile using IBM's JDK.
Security issue,Access to the server and database for security purposes.
Security issue,Providing access to the server and database for security purposes.
Security issue,Authorization for server and database entry
Security issue,Permission to enter and use the server and database safely and securely.
Security issue,"The security check for ""package.access"" is considered too broad for Jasper, as precompiled JSPs are susceptible to package-access violation."
Security issue,"The security check for ""package.access"" is not specific enough for Jasper, resulting in violation of package-access for precompiled JSPs."
Security issue,"The ""package.access"" security check is not specific enough for Jasper as precompiled JSPs may experience a package-access violation."
Security issue,"The security check for ""package.access"" is too broad for Jasper, as it results in package-access violations for precompiled JSPs."
Security issue,Security measures for SOAP.
Security issue,'SOAP protection measures'
Security issue,Security for SOAP
Security issue,'Security measures for SOAP'
Security issue,SAFETY: Apache providing access to 'confidential' documents!
Security issue,'PROTECTION: Apache providing access to 'confidential' documents!'
Security issue,'PROTECTION: Apache providing access to confidential files!'
Security issue,"""PROTECTION: Apache supplying 'confidential' documents!"""
Security issue,The documentation indicates that the file permissions are not secure.
Security issue,"According to the documentation, there are indications of inadequate file permissions."
Security issue,Recording indicates that file permissions are unsecured.
Security issue,"According to the documentation, there are indications of vulnerable file permissions."
Security issue,Security strategies should recommend signing up for notification lists.
Security issue,Security recommendations should advise enrolling in a notification mailing list.
Security issue,The recommended security advice includes signing up for a notification subscription list.
Security issue,Security recommendations should propose enrolling in a notifications list.
Security issue,Difficulty with retaining memory in the XMLSecurity 1.1.0 java library.
Security issue,Issue with remembering data in XMLSecurity 1.1.0 library for java.
Security issue,The issue of memory retention in the XMLSecurity 1.1.0 java library.
Security issue,The issue of retaining memory in the java library XMLSecurity 1.1.0
Security issue,"'For security purposes, the cocoon reload parameter has been deactivated through a patch.'"
Security issue,"[Modification] In light of security concerns, exclude the cocoon reload option."
Security issue,"[Adjustment] For safety purposes, eliminate cocoon reload option."
Security issue,[Update] Deactivate cocoon reload parameter due to security concerns.
Security issue,The issue at hand is the JK Status Worker Security User Case Problem on Windows.
Security issue,"The issue of Worker Security User Case Problem in Windows, also known as JK Status, needs to be addressed."
Security issue,"'Issue with JK status, worker security, and user case in the Windows system'"
Security issue,The issue of worker security and user case problem in Windows outlined in the JK Status report.
Security issue,"An issue related to the encoding of UTF-8 in the context of Xml security version 1.4.0, specifically in regards to Xml canonization."
Security issue,The problem of encoded UTF-8 in Xml security 1.4.0 related to Xml canonization.
Security issue,'Addressing the UTF-8 encoding problem in Xml security 1.4.0 through Xml canonization'
Security issue,The problem of UTF-8 encoding in Xml security 1.4.0 related to Xml canonization.
Security issue,The method KeyValue.getPublicKey() in org.apache.xml.security.keys.content returns a null value when dealing with a DSA key.
Security issue,The function 'org.apache.xml.security.keys.content.KeyValue.getPublicKey()' does not provide a DSA public key.
Security issue,The method KeyValue.getPublicKey() from org.apache.xml.security.keys.content returns a void value for DSA keys.
Security issue,The DSA key provided by org.apache.xml.security.keys.content.KeyValue.getPublicKey() is null.
Security issue,The IBM JDK is not compatible with building XML Security 1.4.0.
Security issue,The compilation of XML Security 1.4.0 is not successful when using IBM's JDK.
Security issue,IBM's JDK is incompatible with building XML Security 1.4.0.
Security issue,The Java Development Kit from IBM is incompatible with building XML Security 1.4.0.
Security issue,"""Restrictions on entry to the server and database for protection purposes"""
Security issue,'Permission to enter server and database with protection'
Security issue,'Authorization to enter server and access database'
Security issue,Access control to the server and database for the purpose of ensuring safety.
Security issue,Save the author of the comment as the user's identification.
Security issue,Save the commenter's name as their user identification.
Security issue,Save the person who wrote the comment as the user's identification number.
Security issue,Save the person who wrote the comment as their user identification.
Security issue,Not being able to access the login page on a newly installed Bugzilla system with the provided login form.
Security issue,Unable to access the login page on a newly installed Bugzilla instance through the login form displayed on the homepage.
Security issue,Unable to access the login form on the homepage of a new Bugzilla installation.
