Bug-ID ,Project ,Classification,Summary,Link,Enviroment ,
240305,PDT,GUI-related issue,[regression] PHP Debug perspective - Debug view - 'Use step filters' button is enabled,https://bugs.eclipse.org/bugs/show_bug.cgi?id=240305,ECLIPSE,
50767,Platform,GUI-related issue,Debug annotations not going away,https://bugs.eclipse.org/bugs/show_bug.cgi?id=50767,ECLIPSE,
8021,Platform,GUI-related issue,NPE attempting to Show View Menu for a view that does not have this menu,8021,ECLIPSE,
14255,Platform,GUI-related issue,DBCS: Add from Local History incorrect for DBCS project name,14255,ECLIPSE,
16944,Platform,GUI-related issue,need default hpux fonts to be defined,16944,ECLIPSE,
29428,Platform,GUI-related issue,DBCS: Pasted string can't be shown correctly in Search dialog,29428,ECLIPSE,
30576,Platform,GUI-related issue,DBCS: DBCS project name cannot retrieve from CVS repository,30576,ECLIPSE,
31627,Platform,GUI-related issue,DBCS: Perspective change caused core dump after adding DBCS project to the workspace,31627,ECLIPSE,
32283,Platform,GUI-related issue,[Dialogs] widget is disposed in open type dialog,32283,ECLIPSE,
46637,z_Archived,GUI-related issue,Coverage Statistics view deletes all the Java packages in the agent but default package,46637,ECLIPSE,
56568,z_Archived,GUI-related issue,Show lifeline name when scroll down the view,56568,ECLIPSE,
56632,z_Archived,GUI-related issue,(M8) Missing icon: link with viewer,56632,ECLIPSE,
56666,z_Archived,GUI-related issue,log graph node expend and collapse support in log interactions view,56666,ECLIPSE,
56669,z_Archived,GUI-related issue,show correlations of group log node base on user selection,56669,ECLIPSE,
57684,z_Archived,GUI-related issue,"When no profiling is selected; UI should set TRACE_MODE to ""none""",57684,ECLIPSE,
67470,z_Archived,GUI-related issue,Widgets with no text don't show on Composite w/GridLayout,67470,ECLIPSE,
67473,z_Archived,GUI-related issue,Launched app w/Composite and Gridlayout doesn't show controls,67473,ECLIPSE,
73236,z_Archived,GUI-related issue,SWT ToolItem figure doesn't position correctly in graph viewer,73236,ECLIPSE,
75898,z_Archived,GUI-related issue,Profile to file doesn't create UTF-8 compliant files,75898,ECLIPSE,
81913,z_Archived,GUI-related issue,Problems setting BoxLayout with under a TabbedPane,81913,ECLIPSE,
87181,z_Archived,GUI-related issue,MoreSwingComponents not rendering properly,87181,ECLIPSE,
87557,z_Archived,GUI-related issue,Editor fails to open - throws NPEs,87557,ECLIPSE,
87572,z_Archived,GUI-related issue,Snippet update kicking in during top down updates,87572,ECLIPSE,
105551,z_Archived,GUI-related issue,Editing RCP Mail causes codegen to write syntax errors,105551,ECLIPSE,
105780,z_Archived,GUI-related issue,TVT 3.1 - TCT 545 - Probekit-detected Problem untranslated in Filters Customization,105780,ECLIPSE,
107023,z_Archived,GUI-related issue,"TVT 3.1 - About > Plugins contains plug-in names "" #%plugin.name",107023,ECLIPSE,
108442,z_Archived,GUI-related issue,Unable to add Equivalence classes to the datapool,108442,ECLIPSE,
115325,z_Archived,GUI-related issue,Refresh' in Profiling Monitor view without saving lost active attach agent(s),115325,ECLIPSE,
56908,z_Archived,GUI-related issue,Properties action object contribution for Log Node/Correlations,56908,ECLIPSE,
57264,z_Archived,GUI-related issue,ensureVisible(GraphNode) does not show selection,57264,ECLIPSE,
58349,z_Archived,GUI-related issue,TargetVM does not refresh,58349,ECLIPSE,
58399,z_Archived,GUI-related issue,Sometimes the Console contents are wiped when profiling,58399,ECLIPSE,
69372,z_Archived,GUI-related issue,New Visual Class wizard: extend Composite gens bad code and errors,69372,ECLIPSE,
73121,z_Archived,GUI-related issue,Deleting populated TabFolder causes editor to hang until remote vm times out,73121,ECLIPSE,
73384,z_Archived,GUI-related issue,SWT ToolItem problems with modeling and setting styles,73384,ECLIPSE,
103877,z_Archived,GUI-related issue,Pause/Reload doesnt display UI editparts correctly for CardLayout,103877,ECLIPSE,
96455,z_Archived,GUI-related issue,JVECDGEN01: Changing location annotations does not update GUI,96455,ECLIPSE,
99869,z_Archived,GUI-related issue,Accessibility: Method invocation details table not accessible using keyboard only,99869,ECLIPSE,
100000,z_Archived,GUI-related issue,Accessibility:Screen reader unable to read text in the manual test execution application,100000,ECLIPSE,
87722,z_Archived,GUI-related issue,Reload of a dirty editor causes the cache to be written even though file wasn't saved,87722,ECLIPSE,
88522,z_Archived,GUI-related issue,NPE with Customize Layout dialog and switching tabs in TabFolder,88522,ECLIPSE,
91571,z_Archived,GUI-related issue,SWT Launcher causes huge Composites,91571,ECLIPSE,
93268,z_Archived,GUI-related issue,Incorrect Ordering for Swing Components,93268,ECLIPSE,
99380,z_Archived,GUI-related issue,JVELAYT01: Change Location Property then Undo Hides control,99380,ECLIPSE,
99658,z_Archived,GUI-related issue,SWT renderer does not support horizontal bar and horizontal stack bar charts,99658,ECLIPSE,
105010,z_Archived,GUI-related issue,TVT3.1: tct 416-BIDI icon not flipped in the product-PDE,105010,ECLIPSE,
124920,Bugzilla,GUI-related issue,Templatise post_bug.cgi,https://Bugzilla.mozilla.org/show_bug.cgi?id=124920,MOZILLA,
125660,Bugzilla,GUI-related issue,Templatise process_bug.cgi,https://Bugzilla.mozilla.org/show_bug.cgi?id=125660,MOZILLA,
133425,Bugzilla,GUI-related issue,Audit show_bug.html.tmpl for FILTER usage,https://bugzilla.mozilla.org/show_bug.cgi?id=133425,MOZILLA,
159576,Bugzilla,GUI-related issue,review: Add <label> to email prefs; v2: Update using account/prefs/email.html.tmpl,159576,MOZILLA,
159639,Bugzilla,GUI-related issue,review: search/knob.html.tmpl should use <label> for the radiobuttons; v2: Add <label> to the check/radiobuttons of search/knob.html.tmpl,159639,MOZILLA,
159688,Bugzilla,GUI-related issue,review: bug/create/create.html.tmpl should use <label>; Patch for the group permission checkboxes in bug/create/create.html.tmpl,159688,MOZILLA,
159689,Bugzilla,GUI-related issue,review: attachment/*.tmpl should use <label>; v1: Patch ./edit.html.tmpl and ./create.html.tmpl in ./attachment/*,159689,MOZILLA,
175127,Bugzilla,GUI-related issue,"review: Turn ""all selected"" into ""none selected"" for efficiency; Patch v.2",175127,MOZILLA,
176425,Bugzilla,GUI-related issue,"review: Turn ""all selected"" into ""none selected"" for efficiency; Patch v.3",176425,MOZILLA,
178071,Bugzilla,GUI-related issue,"review: Turn ""all selected"" into ""none selected"" for efficiency; Patch v.3",178071,MOZILLA,
178298,Bugzilla,GUI-related issue,"review: Button ""Add another boolean chart"" appears twice after clicking ""And""; Patch v.1",178298,MOZILLA,
330186,Bugzilla,GUI-related issue,Crash when changing the status of a bug which has dependencies,https://bugzilla.mozilla.org/show_bug.cgi?id=330186,MOZILLA,
852072,Bugzilla,GUI-related issue,"Setting a flag (from attachment details, or while uploading an attachment) results in ""Missing bug ID""",https://bugzilla.mozilla.org/show_bug.cgi?id=852072,MOZILLA,
169854,Bugzilla,GUI-related issue,review: More <link> elements & templatization of navigation_links; Patch v.1,169854,MOZILLA,
5860,Core,GUI-related issue,[4.xP] GIF does not serve as link,5860,MOZILLA,
9877,Core,GUI-related issue,Related Links titles get displayed over scroll bar arrows,9877,MOZILLA,
13492,Core,GUI-related issue,Menu accesskey (shortcut key) info should be in DTD.,13492,MOZILLA,
14783,Core,GUI-related issue,Make normally empty inline elements (e.g. named anchor) visible in editor,14783,MOZILLA,
33971,Core,GUI-related issue,[REFLOW]Entire HTML content area repaints when mousing over a link,33971,MOZILLA,
48142,Core,GUI-related issue,horizontal rules don't center correctly over a floating table,48142,MOZILLA,
53381,Core,GUI-related issue,Italics are measured and rendered incorrectly,53381,MOZILLA,
67497,Core,GUI-related issue,[MF][BTN][FIX]buttons text isn't shown when using HTML strict and css height,67497,MOZILLA,
67499,Core,GUI-related issue,Javascript won't change image over frames,67499,MOZILLA,
76238,Core,GUI-related issue,Suggested Baltic fonts are only iso-8859-4,76238,MOZILLA,
85859,Core,GUI-related issue,Sun's Copy/Cut/Paste key don't work on HTML Editor,85859,MOZILLA,
90527,Core,GUI-related issue,Lack of semicolons on escape characters causes browser to crash,90527,MOZILLA,
93586,Core,GUI-related issue,Character coding can't be applied to the ALL frame of the homepage.,93586,MOZILLA,
106056,Core,GUI-related issue,setting image source via dom methods no longer working,106056,MOZILLA,
24599,Core,GUI-related issue,CJK titles/links on Sidebar Related Links displayed garbage,24599,MOZILLA,
47520,Core,GUI-related issue,"Auto translate feature ""View Original"" shows a blank page",47520,MOZILLA,
80268,Core ,GUI-related issue,"html form select is broken so cannot use Bugzilla for reporting, updating or querying bugs",https://Bugzilla.mozilla.org/show_bug.cgi?id=80268,MOZILLA,
143917,Core ,GUI-related issue,Incorrect form submission on bug pages (wrong form submitted),https://bugzilla.mozilla.org/show_bug.cgi?id=143917,MOZILLA,
596410,Core ,GUI-related issue,Shadow layers on android broken by bug 594553,https://bugzilla.mozilla.org/show_bug.cgi?id=596410,MOZILLA,
866417,Firefox,GUI-related issue,Virtual keyboard taking full screen after bug 860318,https://bugzilla.mozilla.org/show_bug.cgi?id=866417,MOZILLA,
72429,Graveyard,GUI-related issue,Bugzilla helper is broken,https://Bugzilla.mozilla.org/show_bug.cgi?id=72429,MOZILLA,
172808,MailNews Core,GUI-related issue,words between < and > is not displayed (in bugmail),https://Bugzilla.mozilla.org/show_bug.cgi?id=172808,MOZILLA,
211222,MailNews Core,GUI-related issue,Entering a # in the smtp auth username textbox results in the smtp servers name dissapearing from the smtp server dropdown list (Mozilla Mail 1.3),211222,MOZILLA,
39033,Mozilla Localizations,GUI-related issue,<IFRAME> tag not supported correctly,39033,MOZILLA,
119639,Mozilla Localizations,GUI-related issue,Mail & Nieuws | Account instellingen | Cancel->Annuleren,119639,MOZILLA,
26869,SeaMonkey,GUI-related issue,Mac loses 4 pixels at top of browser window,26869,MOZILLA,
33997,SeaMonkey,GUI-related issue,JA: A gray dotted outline appears around the edge of the pull-down menu and the submit buttons. .,33997,MOZILLA,
34001,SeaMonkey,GUI-related issue,First pull-down menu form the top; when an idem is selected form this menu and you hit the go button the host is not resolved constantly.,34001,MOZILLA,
34005,SeaMonkey,GUI-related issue,JA: Rakuten. The target page of the third link from bottom appears to have moved,34005,MOZILLA,
34922,SeaMonkey,GUI-related issue,JA:PR2 there are two eBay links with same name,34922,MOZILLA,
35014,SeaMonkey,GUI-related issue,DE:PR1 eBay item in pull-down list spelled wrong,35014,MOZILLA,
35016,SeaMonkey,GUI-related issue,DE:PR1 eBay items in pull-down not alphabetized,35016,MOZILLA,
35020,SeaMonkey,GUI-related issue,"DE:PR1 change ""Events"" to ""Highlights"" in eBay pull-down list",35020,MOZILLA,
35078,SeaMonkey,GUI-related issue,"DE:PR1 ""investorworld-Finanzcommunity"" search problem",35078,MOZILLA,
35539,SeaMonkey,GUI-related issue,DE: Investor World; Arrow image next to ‚ÄòAnmelden‚Äô appears too high,35539,MOZILLA,
35599,SeaMonkey,GUI-related issue,DE:PR1 investorworld logo doesn't fit into panel,35599,MOZILLA,
35671,SeaMonkey,GUI-related issue,DE:PR1 some sidebar items don't fit the default panel size,35671,MOZILLA,
36586,SeaMonkey,GUI-related issue,Some content doesn't fit vertically in panels,36586,MOZILLA,
37263,SeaMonkey,GUI-related issue,FR/DE:PR1 ALaFolie's background image is duplicated in tab window,37263,MOZILLA,
37418,SeaMonkey,GUI-related issue,DE:PR1 alafolie.de not appearing in sidebar customization,37418,MOZILLA,
37726,SeaMonkey,GUI-related issue,DE:PR1 alafoli.de links take user to FR pages,37726,MOZILLA,
52470,SeaMonkey,GUI-related issue,Clicking off of Browser Menu selection doesn't close Warpzilla menus,52470,MOZILLA,
74071,SeaMonkey,GUI-related issue,priority color should be for all text columns,74071,MOZILLA,
91077,SeaMonkey,GUI-related issue,"""Hyper Text Markup Language"" should be ""HyperText Markup Language""",91077,MOZILLA,
111309,SeaMonkey,GUI-related issue,Page location is not preserved when going back inside any tab after the 1st one,111309,MOZILLA,
124625,SeaMonkey,GUI-related issue,Linked image files truncated to 16kB after editing image links in source view,124625,MOZILLA,
190642,SeaMonkey,GUI-related issue,emails disappearing from mail folders,190642,MOZILLA,
29793,SeaMonkey,GUI-related issue,Panels window is empty; cannot add new panels to Sidebar,29793,MOZILLA,
39613,SeaMonkey,GUI-related issue,Default Sidebar Tabs open are not according to spec,39613,MOZILLA,
52467,SeaMonkey,GUI-related issue,Default popup text and text background colours are difficult to read on Warpzilla.,52467,MOZILLA,
52476,SeaMonkey,GUI-related issue,Incorrect build ID in Warpzilla titlebar,52476,MOZILLA,
77660,SeaMonkey,GUI-related issue,"Cannot ""Grab"" separator bar in three-pane view to resize",77660,MOZILLA,
36293,Tech Evangelism Graveyard,GUI-related issue,bil.lu - Page doesn't display everything,36293,MOZILLA,
60732,Tech Evangelism Graveyard,GUI-related issue,JavaScript drop-down menus don't work,60732,MOZILLA,
96222,Tech Evangelism Graveyard,GUI-related issue,Missing header images on Tiny Software web site.,96222,MOZILLA,
152059,Tech Evangelism Graveyard,GUI-related issue,text when typing in input box is not viewable because it is too small,152059,MOZILLA,
88433,Toolkit,GUI-related issue,The homepage field in my stored info will not get remembered.,88433,MOZILLA,
1067,Log4j - Now in Jira,GUI-related issue ,Exception when using a badly formed layout,1067,APACHE ,
50471,Fop - Now in Jira,GUI-related issue ,"Greek Extended character throwing ArrayIndexOutOfBoundException,",50471,APACHE ,
44307,Lenya,GUI-related issue ,Exception when editing new German document with Kupu,44307,APACHE ,
33516,Fop - Now in Jira,GUI-related issue ,"text-align=""end"" doesn't work properly",33516,APACHE ,
35534,Fop - Now in Jira,GUI-related issue ,fo document output is placed in page margins,35534,APACHE ,
34988,Lenya,GUI-related issue ,[info area] sitetree not reloaded after cut & paste,34988,APACHE ,
41342,Lenya,GUI-related issue ,No UUIDs used for image links,41342,APACHE ,
45503,Fop - Now in Jira,GUI-related issue ,Cannot find font if font family name contains space,45503,APACHE ,
50089,Fop - Now in Jira,GUI-related issue ,Content after forced break in block-container is not rendered,50089,APACHE ,
36432,Fop - Now in Jira,info release issue,[PATCH] JAI image does not release all resources / LinkageError not caught,36432,APACHE,18
49281,Fop - Now in Jira,info release issue,"Release version 1,0",49281,APACHE,
42029,Fop - Now in Jira,info release issue,"Wrong title on the FOP 0,93 Release Notes page",42029,APACHE,
422117,Sirius,info release issue,Create all the bugzilla milestones and versions for Sirius up to 1.0.0,https://bugs.eclipse.org/bugs/show_bug.cgi?id=422117,ECLIPSE,
104677,WTP Java EE Tools,info release issue,Evaluate use of utility classes for components and push down API to models,104677,ECLIPSE,
216423,z_Archived,info release issue,[Test Project] [Web] [Matrix] Update the TPTP Matrix and Bugzilla component owners.,https://bugs.eclipse.org/bugs/show_bug.cgi?id=216423,ECLIPSE,
109807,z_Archived,info release issue,Project summary,109807,ECLIPSE,
159790,Bugzilla,info release issue,2.18 Release Tracking Bug,https://Bugzilla.mozilla.org/show_bug.cgi?id=159790,MOZILLA,
277515,Bugzilla,info release issue,"Release Announcement for Bugzilla 2.18, 2.16.8, and 2.19.2",https://bugzilla.mozilla.org/show_bug.cgi?id=277515,MOZILLA,
278298,Bugzilla,info release issue,Release Notes for Bugzilla 2.16.8,https://bugzilla.mozilla.org/show_bug.cgi?id=278298,MOZILLA,
329189,Bugzilla,info release issue,"Release Bugzilla 2.20.2, 2.22, and 2.23.1",https://bugzilla.mozilla.org/show_bug.cgi?id=329189,MOZILLA,
370732,Bugzilla,info release issue,Update bugzilla-update.xml for Bugzilla 3.0 RC1,https://bugzilla.mozilla.org/show_bug.cgi?id=370732,MOZILLA,
374620,Bugzilla,info release issue,Release of Bugzilla 3.0,https://bugzilla.mozilla.org/show_bug.cgi?id=374620,MOZILLA,
947150,Bugzilla,info release issue,Release notes for Bugzilla 4.4.2,https://bugzilla.mozilla.org/show_bug.cgi?id=947150,MOZILLA,
1072487,Bugzilla,info release issue,"Release Bugzilla 4.5.6, 4.4.6, 4.2.11 and 4.0.15",https://bugzilla.mozilla.org/show_bug.cgi?id=1072487,MOZILLA,
1118964,Bugzilla,info release issue,"Release Bugzilla 5.0rc1, 4.4.7, 4.2.12, and 4.0.16",https://bugzilla.mozilla.org/show_bug.cgi?id=1118964,MOZILLA,
7535,SeaMonkey,info release issue,spec list of components required for each install/distribution package,7535,MOZILLA,
51928,Fop - Now in Jira,info release issue ,[PATCH] Upgrade to JUnit4,51928,APACHE,
HTTPCORE-95,HttpComponents HttpCore,Network issue,refactor HttpRequestExecutor and AsyncHttpProcessor,https://issues.apache.org/jira/browse/HTTPCORE-95?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,44
HTTPCLIENT-51,HttpComponents HttpClient,Network issue,Redefine HttpClient vs HttpMultiClient interface for 2.0,https://issues.apache.org/jira/browse/HTTPCLIENT-51?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
15382,JMeter,Network issue,Scripts using HTTP Redirects difficult to debug,https://bz.apache.org/bugzilla/show_bug.cgi?id=15382,APACHE ,
INFRA-15500,Infrastracture,Network issue,IP adresses banned/blacklisted on apache.org,https://issues.apache.org/jira/browse/INFRA-15500?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12312823%5D%20ASC,APACHE ,
STR-23,Struts,Network issue,URL Encoding of jsessionid when browser supports cookies,https://issues.apache.org/jira/browse/STR-23?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
CACTUS-9,Cactus,Network issue,AutoReadHttpURLConnection automatically follows redirects,https://issues.apache.org/jira/browse/CACTUS-9?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
STR-155,Struts,Network issue,SSL connection gives error 500: NullPointerExeption at at org.apache.struts.taglib.html.LinkTag.hyperlink(LinkTag.java:497),https://issues.apache.org/jira/browse/STR-155?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
STR-200,Struts,Network issue,Connection Pool does not handle stale (closed) connections,https://issues.apache.org/jira/browse/STR-200?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
JS2-382,Jetspeed,Network issue,HTTP Status 403 - SecurityConstraintsImpl.checkConstraints(): Access for view not permitted,https://issues.apache.org/jira/browse/JS2-382?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
HTTPCLIENT-560,HttpComponents HttpClient,Network issue,entities and connection handling incomplete,https://issues.apache.org/jira/browse/HTTPCLIENT-560?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
8996,Apache httpd-2,Network issue,Incorrect bytes sent logged for aborted connection,8996,APACHE ,
54690,Tomcat 7,Network issue,"HTTPS BIO/NIO connector does not enable TLS 1,1 and TLS 1,2 by default",54690,APACHE ,
58621,Tomcat 9,Network issue,HTTP APR connector does not supply certificate chain,58621,APACHE ,
40938,Tomcat Connectors,Network issue,"IIS Tomcat Connector URL Rewrite only works in ""debug"" mode",40938,APACHE ,
40965,Tomcat Connectors,Network issue,Uninitialised jk_ws_service_t fields prevent AJP13 connection reuse and cause flushing,40965,APACHE ,
41530,Tomcat 6,Network issue,stopping a connector produces intermittent SocketException,41530,APACHE ,
347610,Community,Network issue,Major bug on EclipseCon NA 2011 web page : Unable to connect to the database server at this time.,https://bugs.eclipse.org/bugs/show_bug.cgi?id=347610,ECLIPSE,
204216,Data Tools,Network issue,DSE connections should be registered in SQL Debugger framework,https://bugs.eclipse.org/bugs/show_bug.cgi?id=204216,ECLIPSE,
197579,PDT,Network issue,Window > Preferences > PHP > Debug will break if an invalid server config is entered and cannot be fixed,https://bugs.eclipse.org/bugs/show_bug.cgi?id=197579,ECLIPSE,
169060,PDT,Network issue,When connecting to a non-existing debugger or wrong version debugger - no message appears,https://bugs.eclipse.org/bugs/show_bug.cgi?id=169060,ECLIPSE,
478402,PDT,Network issue,Debugging with xDebug over SSH Tunnel doesn't work,https://bugs.eclipse.org/bugs/show_bug.cgi?id=478402,ECLIPSE,
137052,WPT ServerTools,Network issue,Two “Generic Server” entries in Run/Debug dialog,https://bugs.eclipse.org/bugs/show_bug.cgi?id=137052,ECLIPSE,
145538,WPT ServerTools,Network issue,"""Restart the server"" option in ""Run/Debug/Profile On Server"" dialog",https://bugs.eclipse.org/bugs/show_bug.cgi?id=145538,ECLIPSE,
100441,WTP Java EE Tools,Network issue,class path errors after ejb jar import with server target,100441,ECLIPSE,
62674,z_Archived,Network issue,SSL recording no longer works,62674,ECLIPSE,
111015,z_Archived,Network issue,[Regression; Linux] Socket reader class receives -1 and disconnects connection,111015,ECLIPSE,
233121,z_Archived,Network issue,[tml][protocol][bug] There is no support for proxies when connecting the protocol,https://bugs.eclipse.org/bugs/show_bug.cgi?id=233121,ECLIPSE,
187020,Camino Graveyard,Network issue,the connection was refused message should ignore ip addressess == 0.0.0.0,187020,MOZILLA,
24711,Core,Network issue,HTTP needs to arbitrarily retrieve data,24711,MOZILLA,
18434,Core,Network issue,[Dogfood]Need to implement nsHTTPChannel::OpenInputStream,18434,MOZILLA,
73016,Core ,Network issue,Unable to file/update bugs in bugzilla,https://Bugzilla.mozilla.org/show_bug.cgi?id=73016,MOZILLA,
96480,Core ,Network issue,we're sometimes submitting the wrong thing to bugzilla,https://Bugzilla.mozilla.org/show_bug.cgi?id=96480,MOZILLA,
718541,Core ,Network issue,Can't build a working optimized Windows from trunk since bug 715821 landed; resulting build crashes on startup and attempting to build installer crashes during build,https://bugzilla.mozilla.org/show_bug.cgi?id=718541,MOZILLA,
322987,Graveyard,Network issue,Enable SSL on landfill.bugzilla.org (for QA testing),https://bugzilla.mozilla.org/show_bug.cgi?id=322987,MOZILLA,
611133,Graveyard,Network issue,BzAPI cannot connect to bugzilla.mozilla.org,https://bugzilla.mozilla.org/show_bug.cgi?id=611133,MOZILLA,
420007,Graveyard,Network issue,fxdbug-linux-tbox wont restart,https://bugzilla.mozilla.org/show_bug.cgi?id=420007,MOZILLA,
608618,Graveyard,Network issue,"""Internal Server Error"" messages when loading pages from bugzilla.mozilla.org",https://bugzilla.mozilla.org/show_bug.cgi?id=608618,MOZILLA,
730947,MailNews Core,Network issue,"local (POP3) move filter ends up corrupting messages, even after fix of bug 736539",https://bugzilla.mozilla.org/show_bug.cgi?id=730947,MOZILLA,
824459,MailNews Core,Network issue,"Thunderbird build is broken after Bug 807678 (error: no matching function for call to ‘nsIDNSRecord::GetNextAddr(int, PRNetAddr*)’)",https://bugzilla.mozilla.org/show_bug.cgi?id=824459,MOZILLA,
54816,Tech Evangelism Graveyard,Network issue,mozilla not identified,54816,MOZILLA,
44255,Fop - Now in Jira,Network issue ,Data URI Support for RTF ExternalGraphic Throws Null Pointer Exception,44255,APACHE ,
49678,APR,Network issue ,getRemoteAddr() returns IPv6 address on RedHat 9 when IPv6 is disabled,49678,APACHE ,
35081,Apache httpd-2,Network issue ,"buffer overrun in ssl_callback_SSLVerify_CRL( ) (ssl_engine_kernel,c)",35081,APACHE ,
658503,MailNews Core,Network issue ,Landing of |Bug 654201 - avoid nsHttpConnection::IsAlive() running event loop for unused SSL connections| broke nsImapProtocol,https://bugzilla.mozilla.org/show_bug.cgi?id=658503,MOZILLA,
SVN-472,Subversion,Performance issue,"""svn up"" fails if too much svndiff data received",https://issues.apache.org/jira/browse/SVN-472?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,42
XERCESC-211,Xerces-C++,Performance issue,Memory allocation problem in DOMString class,https://issues.apache.org/jira/browse/XERCESC-211?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
XERCESC-33,Xerces-C++,Performance issue,memory leaks in DOM_Element::setAttribute,https://issues.apache.org/jira/browse/XERCESC-33?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
XERCESC-102,Xerces-C++,Performance issue,Huge performance problem with the parser in XMLScanner::sendCharData(),https://issues.apache.org/jira/browse/XERCESC-102?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
JELLY-148,Commons Jelly,Performance issue,Huge memory leak resulting from the use of ThreadLocal,https://issues.apache.org/jira/browse/JELLY-148?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,
46319,Fop - Now in Jira,Performance issue,OutOfMemoryError after generating several thousand pdfs,46319,APACHE ,
1179,ORO,Performance issue,"Infinite loop when matching regular expression (Jakarta-ORO v2,0,1)",1179,APACHE ,
39282,Apache httpd-2,Performance issue,read of unitialized memory,39282,APACHE ,
35750,Ant,Performance issue,Memory leak in JUnit task,35750,APACHE ,
46849,Fop - Now in Jira,Performance issue,OutOfMemory or NullPointer exception with short xml/xsl-fo,46849,APACHE ,
45862,Fop - Now in Jira,Performance issue,StackOverflow problem when using FOP in multi threaded environment,45862,APACHE ,
37898,Lenya,Performance issue,FilePolicyManager infinite loop,37898,APACHE ,
54128,Ant,Performance issue,"Ant 1,8 exec task changes have slowed exec to a crawl",54128,APACHE ,
35478,Fop - Now in Jira,Performance issue,Attribute number-columns-spanned leads to the endless loop,35478,APACHE ,
47873,Apache httpd-2,Performance issue,unreliable coordination between daemon and request thread for BusyTimeout processing,47873,APACHE ,
44286,Fop - Now in Jira,Performance issue,XMLWhiteSpaceHandler leaks memory,44286,APACHE ,
290412,Java Server Faces,Performance issue,Performance problem in method TypeUtil.resolveInParents(),https://bugs.eclipse.org/bugs/show_bug.cgi?id=290412,ECLIPSE,
228448,MTJ,Performance issue,[eclipseme] Include EclipseME 1.7.9 bug fix,https://bugs.eclipse.org/bugs/show_bug.cgi?id=228448,ECLIPSE,
290152,PDT,Performance issue,Error when debugging using xDebug,https://bugs.eclipse.org/bugs/show_bug.cgi?id=290152,ECLIPSE,
28343,Platform,Performance issue,[Decorators] UI freezes while checking out project,28343,ECLIPSE,
186255,STEM,Performance issue,"Bug in computation of Standard Disease Models, possible underflow for extreme parameters",https://bugs.eclipse.org/bugs/show_bug.cgi?id=186255,ECLIPSE,
95960,WTP Source Editing,Performance issue,JSP Editor: Memory leaking after a working a few hours with jsp files,95960,ECLIPSE,
116027,z_Archived,Performance issue,infinite loop when trying to initialize datapool with CSV containing embedded commas in fields,116027,ECLIPSE,
